"formula","site","depth","Suction_kPa"
"C22H33O4N1S1P1","GS","30-60",15
"C22H33O4N1S1P1","PT","210-240",50
"C22H33O4N1S1P1","GS","30-60",50
"C22H30O9","DMT","0-30",15
"C22H30O9","DMT","0-30",3
"C19H38O5N2S2","PT","120-150",50
"C23H37O3N1S1P1","DMT","30-60",50
"C23H37O3N1S1P1","GS","30-60",15
"C23H34O8","DMT","0-30",15
"C23H34O8","DMT","0-30",3
"C21H42O9","PT","120-150",15
"C11H5O2N1S8","DMT","30-60",50
"C22H36O3N2S1P1","DMT","30-60",3
"C27H37O2N1S1","GS","60-90",3
"C27H37O2N1S1","GS","30-60",1.5
"C18H4S3P4","DMT","0-30",3
"C15H4O4S6","DMT","0-30",15
"C9H4O5N4S6","PT","210-240",50
"C11H8O3N2S7","DMT","0-30",15
"C11H8O3N2S7","DMT","30-60",15
"C10H5O9N1S2P3","PT","30-60",1.5
"C10H5O9N1S2P3","DMT","30-60",50
"C10H5O9N1S2P3","PT","180-210",50
"C10H5O9N1S2P3","PT","210-240",50
"C10H5O9N1S2P3","GS","30-60",15
"C10H5O9N1S2P3","PT","120-150",1.5
"C11H4O11S4","PT","120-150",15
"C11H4O11S4","DMT","0-30",1.5
"C11H4O11S4","GS","60-90",3
"C11H4O11S4","PT","210-240",1.5
"C11H4O11S4","GS","0-30",3
"C11H4O11S4","PT","0-30",15
"C11H4O11S4","DMT","0-30",15
"C13H12O1S8","DMT","0-30",15
"C13H12O1S8","DMT","30-60",15
"C14H4O7N2S4","DMT","0-30",15
"C11H8O13N2S2","PT","210-240",50
"C20H8O6S3","PT","120-150",15
"C16H12O7P4","PT","120-150",50
"C18H7O5N3S2P1","DMT","0-30",15
"C18H7O5N3S2P1","DMT","0-30",3
"C18H4O10N2S1","DMT","0-30",15
"C22H6O5N2P2","DMT","0-30",15
"C22H6O5N2P2","DMT","0-30",3
"C14H8O13N4","DMT","30-60",50
"C23H8O6N2S1","GS","60-90",3
"C23H8O6N2S1","GS","30-60",1.5
"C23H8O6N2S1","PT","0-30",15
"C19H12O9N4","GS","30-60",15
"C19H12O9N4","PT","210-240",50
"C19H12O9N4","GS","30-60",50
"C29H12O5","GS","30-60",15
"C29H12O5","PT","210-240",50
"C29H12O5","GS","30-60",50
"C29H12O5","PT","180-210",50
"C23H20O7S1","GS","30-60",15
"C20H16O8N4","DMT","30-60",50
"C20H16O8N4","GS","30-60",15
"C20H16O8N4","PT","210-240",50
"C20H16O8N4","GS","30-60",50
"C20H16O8N4","PT","180-210",50
"C16H24O12S1","PT","0-30",50
"C16H24O12S1","GS","60-90",3
"C16H24O12S1","PT","210-240",1.5
"C20H27O6N1S1P1","GS","30-60",15
"C20H27O6N1S1P1","GS","30-60",50
"C20H24O11","PT","180-210",3
"C20H24O11","DMT","0-30",3
"C21H20O7N4","GS","30-60",15
"C21H20O7N4","PT","210-240",50
"C21H20O7N4","GS","30-60",50
"C21H31O5N1S1P1","GS","30-60",15
"C21H31O5N1S1P1","PT","210-240",50
"C21H31O5N1S1P1","GS","30-60",50
"C21H28O10","DMT","0-30",15
"C21H28O10","DMT","0-30",3
"C22H32O9","DMT","0-30",15
"C22H32O9","DMT","0-30",3
"C30H32O1S1","GS","60-90",3
"C19H40O5N2S2","PT","150-180",50
"C23H39O3N1S1P1","DMT","30-60",50
"C23H39O3N1S1P1","GS","30-60",15
"C23H39O3N1S1P1","PT","210-240",50
"C23H39O3N1S1P1","GS","30-60",50
"C23H36O8","PT","0-30",50
"C23H36O8","PT","60-90",15
"C23H36O8","PT","0-30",15
"C23H36O8","DMT","0-30",15
"C23H36O8","DMT","0-30",3
"C24H43O2N1S1P1","GS","30-60",50
"C24H40O7","GS","60-90",3
"C24H40O7","PT","210-240",1.5
"C10H3O7N1S6","PT","120-150",15
"C30H18O2P1","GS","30-60",15
"C30H18O2P1","PT","210-240",50
"C30H18O2P1","GS","30-60",50
"C27H19N7","DMT","30-60",50
"C27H19N7","GS","30-60",15
"C29H31O3N1","PT","120-150",50
"C17H40O3N4P3","DMT","30-60",50
"C17H40O3N4P3","GS","30-60",15
"C26H35O3N1S1","DMT","0-30",1.5
"C26H35O3N1S1","GS","60-90",3
"C26H35O3N1S1","PT","210-240",1.5
"C26H35O3N1S1","GS","30-60",1.5
"C10H2O10S5","PT","120-150",15
"C10H2O10S5","DMT","0-30",1.5
"C10H2O10S5","GS","60-90",3
"C10H2O10S5","PT","210-240",1.5
"C10H2O10S5","PT","60-90",15
"C10H2O10S5","GS","30-60",1.5
"C10H2O10S5","PT","210-240",3
"C10H2O10S5","PT","0-30",15
"C15H6O4S6","PT","210-240",1.5
"C15H6O4S6","GS","0-30",3
"C11H10O3N2S7","DMT","0-30",15
"C11H10O3N2S7","DMT","0-30",3
"C14H5O14N1P1","DMT","30-60",15
"C17H5O8N3S1P1","DMT","0-30",15
"C22H6O5N2S2","DMT","0-30",15
"C22H6O5N2S2","DMT","0-30",3
"C13H14O15S1","DMT","0-30",15
"C13H14O15S1","DMT","0-30",3
"C28H12O2P2","GS","30-60",50
"C24H10O9","PT","180-210",50
"C21H17O6N1S1P1","GS","30-60",50
"C21H14O11","DMT","0-30",15
"C19H14O9N4","GS","30-60",15
"C19H14O9N4","PT","210-240",50
"C19H14O9N4","GS","30-60",50
"C19H14O9N4","PT","180-210",50
"C20H18O8N4","GS","30-60",15
"C20H18O8N4","PT","210-240",50
"C20H18O8N4","GS","30-60",50
"C20H18O8N4","PT","180-210",50
"C34H18O1","GS","30-60",15
"C34H18O1","PT","210-240",50
"C25H30O1S3","GS","30-60",50
"C20H26O11","GS","30-60",15
"C20H26O11","GS","30-60",50
"C20H26O11","DMT","0-30",3
"C25H30O5S1","GS","30-60",15
"C21H30O10","DMT","0-30",15
"C18H34O10S1","DMT","0-30",3
"C25H30N8","PT","210-240",1.5
"C25H30N8","PT","210-240",3
"C26H21O6N1","GS","30-60",50
"C27H25O3N1S1","GS","30-60",15
"C27H25O3N1S1","PT","210-240",50
"C27H25O3N1S1","GS","30-60",50
"C14H4O1S8","GS","0-30",1.5
"C14H4O1S8","PT","30-60",1.5
"C14H4O1S8","DMT","30-60",50
"C14H4O1S8","PT","180-210",50
"C14H4O1S8","GS","30-60",15
"C14H4O1S8","PT","210-240",50
"C14H4O1S8","GS","30-60",50
"C14H4O1S8","PT","120-150",1.5
"C11H8O3S8","DMT","30-60",3
"C15H8S8","DMT","30-60",3
"C10H4O10S5","PT","90-120",15
"C11H8O5S7","PT","60-90",15
"C14H8O3N2S6","PT","120-150",50
"C17H5O4N1S2P3","PT","30-60",1.5
"C17H5O4N1S2P3","PT","180-210",50
"C17H5O4N1S2P3","PT","210-240",50
"C17H5O4N1S2P3","GS","30-60",50
"C13H3O11N1S2P1","PT","120-150",15
"C13H3O11N1S2P1","GS","60-90",3
"C13H3O11N1S2P1","PT","0-30",15
"C13H3O11N1S2P1","DMT","0-30",15
"C13H3O11N1S2P1","DMT","0-30",3
"C21H5O5N1P3","DMT","0-30",15
"C12H12O12S3","DMT","0-30",3
"C17H7O8N3S1P1","DMT","0-30",15
"C17H7O8N3S1P1","DMT","0-30",3
"C17H4O13N2","GS","0-30",3
"C17H4O13N2","GS","60-90",50
"C17H4O13N2","GS","30-60",50
"C31H8O4","PT","180-210",50
"C24H15O4N1S1P1","GS","30-60",15
"C21H20O9N2","PT","60-90",15
"C21H20O9N2","DMT","30-60",50
"C30H20O2S1","GS","60-90",3
"C30H20O2S1","PT","210-240",1.5
"C24H20O5N4","DMT","30-60",50
"C28H28O1S2","DMT","30-60",3
"C20H32O5N2S2","GS","30-60",15
"C20H32O5N2S2","PT","210-240",50
"C20H32O5N2S2","GS","30-60",50
"C20H32O5N2S2","PT","180-210",50
"C20H32O5N2S2","DMT","0-30",3
"C21H35O5N1S1P1","GS","30-60",15
"C9H3O6N1S7","PT","90-120",15
"C9H3O6N1S7","PT","120-150",50
"C9H3O6N1S7","PT","0-30",3
"C9H3O6N1S7","DMT","30-60",50
"C24H46O1S2P1","GS","60-90",3
"C13H4S7P2","GS","30-60",15
"C13H4S7P2","GS","30-60",50
"C14H6O3S7","PT","90-120",15
"C14H6O3S7","PT","0-30",50
"C10H6O8S6","PT","210-240",1.5
"C12H14S9","PT","0-30",50
"C17H7O4N1S2P3","PT","210-240",50
"C17H4O9S1P2","DMT","0-30",15
"C14H6O11S3","PT","60-90",15
"C15H10O10S3","DMT","30-60",15
"C26H6O2S3","DMT","0-30",15
"C22H6O11","PT","120-150",15
"C22H6O11","DMT","0-30",15
"C22H6O11","DMT","0-30",3
"C25H6O5N2S1","DMT","0-30",15
"C25H6O5N2S1","DMT","0-30",3
"C23H13O5N1S1P1","GS","30-60",50
"C30H10O1N2S1","PT","210-240",1.5
"C25H26O4N4","DMT","30-60",50
"C25H26O4N4","PT","180-210",50
"C25H26O4N4","GS","30-60",15
"C25H26O4N4","PT","210-240",50
"C25H26O4N4","GS","30-60",50
"C25H26O4N4","PT","120-150",1.5
"C21H34O8S1","PT","0-30",50
"C21H34O8S1","GS","60-90",3
"C21H34O8S1","PT","210-240",1.5
"C26H30O3N4","DMT","30-60",50
"C26H30O3N4","PT","180-210",50
"C26H30O3N4","GS","30-60",15
"C26H30O3N4","PT","210-240",50
"C26H30O3N4","GS","30-60",50
"C26H30O3N4","PT","120-150",1.5
"C22H38O7S1","PT","0-30",50
"C22H38O7S1","GS","60-90",3
"C22H38O7S1","PT","210-240",1.5
"C22H38O7S1","GS","30-60",1.5
"C22H38O7S1","PT","210-240",3
"C21H43O1N3P3","GS","60-90",3
"C21H43O1N3P3","GS","30-60",1.5
"C26H38O6","GS","60-90",3
"C15H29O12N1S1","DMT","30-60",50
"C15H29O12N1S1","GS","30-60",15
"C15H29O12N1S1","PT","210-240",50
"C15H29O12N1S1","GS","30-60",50
"C15H29O12N1S1","PT","180-210",50
"C24H21O6N3","PT","0-30",50
"C24H21O6N3","GS","60-90",3
"C24H21O6N3","PT","210-240",1.5
"C23H44O2S2P1","GS","60-90",3
"C23H44O2S2P1","GS","30-60",1.5
"C12H4O3N2S7","PT","150-180",1.5
"C12H4O3N2S7","PT","120-150",50
"C12H4O3N2S7","PT","150-180",50
"C11H4O2N4S7","DMT","0-30",3
"C11H12O13S3","PT","180-210",3
"C11H12O13S3","DMT","30-60",50
"C20H4O7N2S2","GS","60-90",3
"C20H7O4N3S2P1","DMT","0-30",15
"C20H7O4N3S2P1","DMT","0-30",3
"C20H7O4N3S2P1","DMT","30-60",15
"C17H8O11N2S1","GS","60-90",3
"C26H8O8","PT","210-240",1.5
"C25H22O4P2","GS","30-60",15
"C25H22O4P2","PT","210-240",50
"C16H23O10N3P1","GS","30-60",50
"C23H20O6N4","PT","150-180",1.5
"C23H20O6N4","PT","180-210",1.5
"C23H20O6N4","DMT","30-60",3
"C23H20O6N4","PT","120-150",50
"C19H33O3N1S1P3","PT","0-30",1.5
"C19H33O3N1S1P3","PT","30-60",1.5
"C19H33O3N1S1P3","DMT","30-60",50
"C19H33O3N1S1P3","GS","30-60",15
"C19H33O3N1S1P3","PT","210-240",50
"C19H33O3N1S1P3","GS","30-60",50
"C19H33O3N1S1P3","PT","120-150",1.5
"C19H30O8P2","PT","120-150",15
"C19H30O8P2","DMT","0-30",1.5
"C19H30O8P2","GS","60-90",3
"C19H30O8P2","PT","210-240",1.5
"C19H30O8P2","GS","30-60",1.5
"C19H30O8P2","PT","210-240",3
"C19H30O8P2","DMT","0-30",15
"C19H30O8P2","DMT","0-30",3
"C19H30O8P2","GS","30-60",3
"C19H30O8P2","DMT","30-60",15
"C23H28O7S1","GS","30-60",50
"C27H28O4S1","GS","30-60",15
"C24H32O4S2","DMT","30-60",50
"C24H32O4S2","DMT","30-60",15
"C24H32O6S1","DMT","30-60",3
"C24H32O6S1","DMT","30-60",50
"C24H32O8","PT","120-150",15
"C24H32O8","GS","0-30",15
"C24H32O8","DMT","0-30",15
"C25H28O4N4","DMT","30-60",50
"C25H28O4N4","PT","180-210",50
"C25H28O4N4","GS","30-60",15
"C25H28O4N4","PT","210-240",50
"C25H28O4N4","GS","30-60",50
"C25H28O4N4","PT","120-150",1.5
"C21H36O8S1","PT","0-30",50
"C21H36O8S1","GS","60-90",3
"C21H36O8S1","PT","210-240",1.5
"C21H36O8S1","GS","30-60",1.5
"C21H36O8S1","PT","210-240",3
"C16H7O9N3S2","GS","0-30",3
"C8H6O8N2S6","PT","150-180",1.5
"C8H6O8N2S6","DMT","0-30",3
"C11H3O9N1S2P3","PT","150-180",15
"C11H3O9N1S2P3","PT","0-30",50
"C11H3O9N1S2P3","PT","60-90",15
"C11H3O9N1S2P3","DMT","30-60",50
"C11H3O9N1S2P3","DMT","0-30",15
"C11H3O9N1S2P3","PT","90-120",3
"C10H3O12N3P3","PT","60-90",15
"C10H3O12N3P3","DMT","0-30",15
"C10H3O12N3P3","DMT","0-30",3
"C14H12O9S2P2","DMT","0-30",15
"C25H6O3S3","PT","120-150",15
"C24H6O6N2S1","PT","120-150",15
"C20H6O11N2","PT","120-150",50
"C29H6O4S1","DMT","30-60",50
"C29H6O4S1","GS","30-60",50
"C29H6O4S1","PT","180-210",50
"C17H10O11N2S1","PT","0-30",50
"C17H10O11N2S1","GS","60-90",3
"C17H10O11N2S1","PT","210-240",1.5
"C17H10O11N2S1","PT","60-90",15
"C17H10O11N2S1","GS","30-60",1.5
"C17H10O11N2S1","DMT","0-30",3
"C17H10O11N2S1","DMT","30-60",15
"C26H12O2S1P2","DMT","0-30",15
"C26H10O6S1","GS","30-60",50
"C28H21O3N1P1","GS","30-60",50
"C26H26O5S1","GS","30-60",15
"C23H30O5S2","GS","30-60",15
"C23H30O5S2","GS","30-60",50
"C25H28O2N2P2","GS","30-60",15
"C25H28O2N2P2","GS","30-60",50
"C23H33O4N1S1P1","GS","30-60",15
"C23H33O4N1S1P1","GS","30-60",50
"C23H30O9","DMT","0-30",15
"C24H34O8","PT","120-150",15
"C25H38O7","PT","210-240",1.5
"C22H28O6S1P1","GS","30-60",15
"C22H28O6S1P1","PT","210-240",50
"C22H28O6S1P1","GS","30-60",50
"C16H4O2S7","DMT","0-30",3
"C11H4O6N2S6","PT","210-240",50
"C12H4O11S4","DMT","30-60",15
"C15H3O10N1S2P1","PT","120-150",50
"C12H6O13S1P2","DMT","0-30",3
"C15H8O1N4S6","DMT","0-30",15
"C15H7O8N3S2P1","GS","30-60",50
"C15H4O13N2S1","PT","0-30",50
"C14H16O9P4","DMT","0-30",15
"C25H24O6S1","GS","30-60",50
"C22H20O7N4","DMT","30-60",50
"C26H28O5S1","GS","30-60",50
"C26H28O5S1","GS","30-60",15
"C22H33O3N1P3","DMT","0-30",3
"C20H40O5N2S2","PT","120-150",50
"C24H44O4N4","DMT","0-30",1.5
"C24H44O4N4","PT","210-240",1.5
"C24H44O4N4","DMT","0-30",15
"C24H44O4N4","DMT","0-30",3
"C28H39O2N1S1","GS","60-90",3
"C10H2O5N2S7","DMT","30-60",1.5
"C11H6O4N2S7","DMT","30-60",3
"C15H6O1N2S7","DMT","30-60",3
"C10H4O11N2S2P2","PT","60-90",15
"C14H4O8N2S2P2","PT","120-150",15
"C14H4O8N2S2P2","PT","210-240",1.5
"C10H5O12N3S2P1","DMT","0-30",3
"C14H4O10N2S1P2","DMT","0-30",15
"C19H4O8S1P2","PT","180-210",50
"C13H10O14S2","PT","210-240",1.5
"C17H10O11S2","DMT","0-30",15
"C23H6O5N2S2","DMT","0-30",15
"C14H18O9P4","DMT","0-30",15
"C32H8P2","DMT","0-30",3
"C24H10O6N2S1","GS","60-90",3
"C27H18O7","PT","120-150",15
"C27H18O7","PT","60-90",15
"C27H18O7","DMT","0-30",15
"C27H18O7","DMT","0-30",3
"C27H18O7","DMT","60-90",1.5
"C15H22O14N2","PT","210-240",1.5
"C21H26O7S2","GS","30-60",15
"C21H26O7S2","PT","210-240",50
"C21H26O7S2","GS","30-60",50
"C22H30O6S2","GS","30-60",15
"C26H30O5S1","GS","30-60",15
"C22H30O10","DMT","0-30",15
"C27H34O2S2","GS","60-90",3
"C23H36O5P2","DMT","30-60",50
"C23H36O5P2","GS","30-60",15
"C23H36O5P2","GS","30-60",50
"C19H34O12","GS","60-90",3
"C19H34O12","PT","210-240",1.5
"C20H42O5N2S2","DMT","0-30",15
"C24H38O8","PT","120-150",50
"C26H30N8","GS","60-90",3
"C25H45O2N1S1P1","DMT","30-60",50
"C25H45O2N1S1P1","PT","180-210",50
"C25H45O2N1S1P1","GS","30-60",15
"C25H45O2N1S1P1","PT","210-240",50
"C25H45O2N1S1P1","GS","30-60",50
"C25H45O2N1S1P1","PT","120-150",1.5
"C25H42O7","PT","120-150",15
"C25H42O7","PT","0-30",50
"C25H42O7","DMT","0-30",1.5
"C25H42O7","GS","60-90",3
"C25H42O7","PT","210-240",1.5
"C25H42O7","GS","30-60",1.5
"C25H42O7","PT","210-240",3
"C25H42O7","PT","0-30",15
"C25H42O7","DMT","0-30",15
"C25H28S3P1","PT","120-150",15
"C25H28S3P1","DMT","0-30",15
"C25H28S3P1","DMT","0-30",3
"C31H20O2P1","GS","30-60",15
"C31H20O2P1","PT","210-240",50
"C31H20O2P1","GS","30-60",50
"C31H20O2P1","PT","180-210",50
"C14H4N2S8","DMT","0-30",15
"C14H4N2S8","DMT","0-30",3
"C11H4O8S6","GS","30-60",15
"C11H4O8S6","PT","210-240",50
"C10H4O7N2S6","PT","120-150",50
"C14H16O1S8","PT","210-240",1.5
"C14H3O13N1S1P1","DMT","0-30",3
"C18H4O7N2S3","DMT","0-30",15
"C17H12O11S2","DMT","0-30",3
"C20H24O8S2","GS","30-60",50
"C18H20O12N2","DMT","0-30",15
"C21H20O8N4","DMT","30-60",50
"C21H20O8N4","GS","30-60",15
"C21H20O8N4","PT","210-240",50
"C21H20O8N4","GS","30-60",50
"C21H20O8N4","PT","180-210",50
"C28H26O2P2","DMT","0-30",15
"C25H28O4S2","GS","60-90",3
"C29H30O1P2","PT","180-210",50
"C27H36O4S1","DMT","30-60",50
"C27H36O4S1","GS","30-60",15
"C27H36O4S1","PT","210-240",50
"C27H36O4S1","GS","30-60",50
"C27H36O4S1","PT","180-210",50
"C23H36O9","PT","0-30",50
"C20H31O5N3S2","GS","30-60",15
"C20H31O5N3S2","PT","210-240",50
"C9H2O8N2S6","PT","90-120",50
"C9H2O8N2S6","DMT","30-60",1.5
"C15H6O3S7","DMT","30-60",3
"C13H14O2S8","PT","210-240",1.5
"C14H4O12S1P2","GS","0-30",3
"C18H7O4N1S2P3","PT","60-90",15
"C18H4O9S1P2","PT","60-90",15
"C15H6O11S3","DMT","0-30",15
"C15H6O11S3","DMT","0-30",3
"C17H7O3N3S2P3","PT","120-150",15
"C16H10O12S2","PT","120-150",15
"C16H10O12S2","GS","60-90",3
"C16H10O12S2","PT","210-240",1.5
"C13H14O14S2","DMT","30-60",50
"C22H6O8N2S1","PT","0-30",50
"C22H6O8N2S1","GS","60-90",3
"C22H6O8N2S1","PT","210-240",1.5
"C28H10O5S1","GS","30-60",50
"C16H14O12N2S1","DMT","0-30",3
"C19H22O9S2","GS","30-60",50
"C33H18O1N2","GS","30-60",15
"C33H18O1N2","GS","30-60",50
"C27H38O6","GS","60-90",3
"C28H46O3N2","PT","210-240",1.5
"C19H32O7N4P1","PT","210-240",1.5
"C11H10S8P2","DMT","30-60",50
"C12H12O1S9","PT","210-240",50
"C13H4O7N2S5","DMT","30-60",15
"C15H4O6N4P4","GS","30-60",50
"C15H4O6N4P4","PT","180-210",50
"C13H16O4S7","PT","0-30",50
"C13H16O4S7","GS","60-90",3
"C13H16O4S7","DMT","0-30",3
"C13H6O11N2S1P2","PT","30-60",3
"C22H6O4S2P2","PT","210-240",50
"C14H4O16S1","DMT","0-30",3
"C14H6O14P2","DMT","0-30",15
"C19H10O10P2","PT","210-240",50
"C16H12O12S2","DMT","0-30",15
"C28H12O5S1","GS","30-60",50
"C28H14O3P2","DMT","0-30",3
"C24H28O7S1","GS","30-60",15
"C24H28O7S1","GS","30-60",50
"C25H32O8","DMT","0-30",3
"C26H28O4N4","DMT","30-60",50
"C17H39O9N3P1","PT","120-150",50
"C31H40O1S1","PT","60-90",50
"C27H40O6","GS","60-90",3
"C23H47O4N3P1","PT","120-150",50
"C23H47O4N3P1","PT","150-180",50
"C24H43N7P1","PT","180-210",50
"C24H43N7P1","PT","120-150",1.5
"C32H44O2","PT","120-150",15
"C32H44O2","PT","0-30",50
"C32H44O2","GS","60-90",3
"C32H44O2","PT","210-240",1.5
"C32H44O2","PT","60-90",15
"C32H44O2","GS","30-60",1.5
"C32H44O2","PT","210-240",3
"C32H44O2","DMT","0-30",15
"C32H44O2","DMT","0-30",3
"C32H44O2","DMT","60-90",1.5
"C32H44O2","GS","30-60",3
"C32H44O2","DMT","30-60",15
"C11H12S7P3","PT","120-150",15
"C9H7O5N3S7","DMT","30-60",3
"C16H31O12N1S1","DMT","30-60",50
"C27H42O2S1P1","PT","120-150",50
"C24H46O2S2P1","GS","60-90",3
"C24H46O2S2P1","GS","30-60",1.5
"C10H6O9S6","DMT","30-60",3
"C10H6O11S5","DMT","30-60",3
"C10H6O11S5","DMT","30-60",1.5
"C12H14O1S9","PT","180-210",3
"C12H14O1S9","PT","210-240",50
"C12H14O1S9","GS","30-60",50
"C12H14O1S9","PT","180-210",50
"C12H14O1S9","PT","180-210",15
"C12H14O1S9","PT","0-30",15
"C12H3O11N1S1P3","DMT","0-30",15
"C12H3O11N1S1P3","DMT","0-30",3
"C12H3O11N1S1P3","DMT","30-60",15
"C11H6O1N6S7","PT","210-240",50
"C13H4O11S2P2","DMT","0-30",15
"C22H8S4P2","PT","150-180",1.5
"C17H4O10S1P2","PT","30-60",1.5
"C17H4O10S1P2","PT","210-240",1.5
"C17H4O10S1P2","DMT","30-60",50
"C17H4O10S1P2","PT","180-210",50
"C17H4O10S1P2","PT","210-240",50
"C17H4O10S1P2","PT","120-150",1.5
"C14H6O12S3","PT","120-150",15
"C14H6O12S3","DMT","0-30",1.5
"C14H6O12S3","GS","60-90",3
"C14H6O12S3","PT","210-240",1.5
"C14H6O12S3","PT","0-30",15
"C14H6O12S3","DMT","0-30",15
"C14H8O14P2","DMT","0-30",15
"C19H4O7N4P2","DMT","0-30",3
"C15H14O9P4","PT","150-180",1.5
"C12H14O13S3","DMT","30-60",50
"C12H14O13S3","PT","180-210",50
"C21H6O7N2S2","PT","120-150",15
"C21H6O7N2S2","GS","60-90",3
"C21H6O7N2S2","PT","210-240",1.5
"C21H6O7N2S2","GS","30-60",1.5
"C21H6O7N2S2","PT","0-30",15
"C27H10O6S1","GS","30-60",50
"C27H12O4P2","DMT","0-30",3
"C21H22O10N2","GS","30-60",50
"C24H30O9","PT","150-180",50
"C24H30O9","DMT","0-30",15
"C25H26O5N4","PT","0-30",3
"C25H26O5N4","DMT","30-60",50
"C25H26O5N4","PT","180-210",50
"C25H26O5N4","GS","30-60",15
"C25H26O5N4","PT","210-240",50
"C25H26O5N4","GS","30-60",50
"C25H26O5N4","PT","120-150",1.5
"C21H34O9S1","PT","0-30",50
"C21H34O9S1","GS","60-90",3
"C21H34O9S1","PT","210-240",1.5
"C21H34O9S1","PT","210-240",3
"C25H34O8","PT","180-210",3
"C25H34O8","DMT","0-30",15
"C26H38O3S2","PT","30-60",50
"C26H38O3S2","DMT","30-60",50
"C26H38O3S2","PT","180-210",50
"C26H38O3S2","GS","30-60",15
"C26H38O3S2","PT","210-240",50
"C26H38O3S2","GS","30-60",50
"C26H38O3S2","PT","120-150",1.5
"C22H38O8S1","PT","0-30",50
"C22H38O8S1","GS","60-90",3
"C22H38O8S1","PT","210-240",1.5
"C22H38O8S1","GS","30-60",1.5
"C21H43O2N3P3","GS","60-90",3
"C27H42O6","GS","60-90",3
"C14H10S6P3","PT","120-150",15
"C31H28O2P1","DMT","30-60",50
"C35H29N1","DMT","30-60",50
"C35H29N1","GS","30-60",15
"C35H29N1","GS","30-60",50
"C23H33O7N3","GS","60-90",3
"C23H33O7N3","PT","210-240",1.5
"C26H40O3S1P1","PT","120-150",50
"C26H42O1P3","DMT","30-60",50
"C22H40O8P1","DMT","0-30",1.5
"C22H40O8P1","GS","60-90",3
"C22H40O8P1","PT","210-240",1.5
"C22H40O8P1","GS","30-60",1.5
"C13H4O3S8","DMT","30-60",50
"C11H12O4S8","PT","210-240",50
"C11H12O4S8","GS","30-60",50
"C13H8O3N2S7","PT","150-180",1.5
"C17H4O6S5","PT","30-60",1.5
"C17H4O6S5","PT","0-30",50
"C17H4O6S5","PT","60-90",15
"C17H4O6S5","DMT","30-60",50
"C17H4O6S5","PT","0-30",15
"C17H4O6S5","PT","90-120",3
"C10H2O10N4S2P2","PT","210-240",50
"C20H5O5N1S1P3","DMT","30-60",15
"C17H6O10S1P2","PT","210-240",50
"C13H6O15P2","DMT","0-30",15
"C13H6O15P2","DMT","0-30",3
"C19H5O6N3P3","PT","180-210",50
"C30H8O4S1","DMT","30-60",50
"C30H8O4S1","PT","180-210",50
"C18H12O11N2S1","PT","0-30",50
"C18H12O11N2S1","GS","60-90",3
"C27H12O6S1","GS","30-60",15
"C27H12O6S1","GS","30-60",50
"C27H14O4P2","DMT","0-30",3
"C24H18O6P2","GS","30-60",15
"C24H18O6P2","PT","210-240",50
"C24H18O6P2","GS","30-60",50
"C29H23O3N1P1","GS","30-60",15
"C29H23O3N1P1","GS","30-60",50
"C22H28O5N2S2","PT","0-30",50
"C27H28O5S1","GS","30-60",15
"C27H28O5S1","GS","30-60",50
"C23H28O10","DMT","0-30",15
"C24H32O5S2","PT","120-150",15
"C24H32O5S2","GS","30-60",15
"C24H32O5S2","GS","30-60",50
"C30H27O2N1P1","GS","30-60",15
"C15H35O11N3P1","GS","0-30",50
"C28H32O4S1","GS","30-60",15
"C24H32O9","DMT","0-30",15
"C25H28O5N4","DMT","30-60",50
"C29H36O3S1","GS","30-60",15
"C25H36O8","DMT","0-30",15
"C25H36O8","DMT","0-30",3
"C26H40O7","PT","120-150",15
"C22H26O9P1","PT","210-240",50
"C22H26O9P1","GS","30-60",50
"C23H30O6S1P1","GS","30-60",15
"C23H30O6S1P1","PT","210-240",50
"C23H30O6S1P1","GS","30-60",50
"C9H6O8S7","DMT","30-60",50
"C9H6O8S7","PT","120-150",1.5
"C9H2O5N6S6","DMT","30-60",50
"C9H2O5N6S6","GS","30-60",15
"C9H2O5N6S6","PT","210-240",50
"C9H2O5N6S6","GS","30-60",50
"C9H2O5N6S6","PT","180-210",50
"C17H8S6P2","PT","120-150",15
"C17H8S6P2","PT","0-30",50
"C17H8S6P2","PT","210-240",1.5
"C17H8S6P2","DMT","0-30",15
"C17H8S6P2","DMT","0-30",3
"C13H10O1N2S8","PT","60-90",15
"C10H10O9S6","PT","210-240",50
"C10H10O9S6","PT","0-30",15
"C11H6O5N4S6","PT","60-90",15
"C15H3O9N1S1P3","DMT","0-30",3
"C13H6O11S4","PT","60-90",15
"C13H6O11S4","DMT","0-30",15
"C13H6O11S4","DMT","0-30",3
"C13H6O11S4","DMT","30-60",15
"C21H6O7S3","PT","120-150",15
"C14H12O10S2P2","DMT","0-30",15
"C14H12O10S2P2","DMT","0-30",3
"C18H10O11S2","DMT","0-30",3
"C14H15O9N1S1P3","DMT","0-30",15
"C27H14O6S1","GS","30-60",50
"C20H18O13","DMT","0-30",15
"C28H20O3P2","DMT","0-30",3
"C24H18O10","DMT","0-30",15
"C25H24O5P2","GS","30-60",15
"C25H25O6N1P1","GS","30-60",15
"C25H25O6N1P1","GS","30-60",50
"C26H26O6S1","PT","180-210",3
"C26H26O6S1","GS","30-60",15
"C22H26O11","DMT","0-30",15
"C33H22O3","PT","210-240",50
"C33H22O3","GS","30-60",50
