"","formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"1364","C16H30O6",NA,"aliphatic","aliphatic",-0.0769,-1.125,1.88,0.38,-4,2,-0.25
"1365","C16H34N2S2",NA,"aliphatic","lipid",-0.25,-1.5,2.12,0,-3,1,-0.1875
"1366","C13H5O7N1S1",NA,"condensed aromatic","condensed aromatic",0.8667,1.0769,0.38,0.54,3,12,0.2308
"1367","C14H3O1N5P2",NA,"condensed aromatic","condensed aromatic",1.4615,1,0.21,0.07,9,17,0.6429
"1368","C8H19O8N1P2",NA,"aliphatic","carbohydrate",-6,0,2.38,1,-10,1,-1.25
"1369","C15H18N2P3",NA,"unsaturated/lignin","unsaturated/lignin",0.45,-0.8,1.2,0,4.5,9.5,0.3
"1370","C10H22N6P3",NA,"aliphatic","lipid",-4.5,-0.4,2.2,0,-4.5,4.5,-0.45
"1371","C12H21O7N3",NA,"aliphatic","aliphatic+N",-0.4545,0.1667,1.75,0.58,-6,4,-0.5
"1372","C16H32O2S1P1",NA,"aliphatic","lipid",-0.1154,-1.625,2,0.12,-2.5,1.5,-0.1562
"1373","C8H2O6S2P2",NA,"condensed aromatic","condensed aromatic",2,1.75,0.25,0.75,-1,9,-0.125
"1374","C8H3O7N1S2P1",NA,"condensed aromatic","condensed aromatic",2,2.25,0.38,0.88,-2.5,8.5,-0.3125
"1375","C8H4O6N2S3",NA,"other",NA,NA,2.5,0.5,0.75,-3,8,-0.375
"1376","C6H3O5N5S2P1",NA,"unsaturated/lignin","unsaturated/lignin",0.4444,4.3333,0.5,0.83,-4.5,8.5,-0.75
"1377","C8H8N4S5",NA,"condensed aromatic","condensed aromatic",2,1.75,1,0,-2,7,-0.25
"1378","C11H3O3N3S2P1",NA,"condensed aromatic","condensed aromatic",1.4286,1.4545,0.27,0.27,3.5,12.5,0.3182
"1379","C7H3O8N3S1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.25,3.4286,0.43,1.14,-4.5,8.5,-0.6429
"1380","C8H16O1S6",NA,"aliphatic","lipid",-3.6667,-0.25,2,0.12,-6,1,-0.75
"1381","C12H6O3N2S1P2",NA,"condensed aromatic","condensed aromatic",1,0.6667,0.5,0.25,4,12,0.3333
"1382","C12H3O8N1P1",NA,"condensed aromatic","condensed aromatic",1.0833,1.3333,0.25,0.67,2.5,12.5,0.2083
"1383","C7H7O4N5S2P1",NA,"condensed aromatic","condensed aromatic",0.8333,2.8571,1,0.57,-4.5,7.5,-0.6429
"1384","C8H16O3S5",NA,"aliphatic","lipid",-3.6667,0,2,0.38,-7,1,-0.875
"1385","C11H6O4N4P2",NA,"condensed aromatic","condensed aromatic",1.3333,1.2727,0.55,0.36,2,12,0.1818
"1386","C9H11O4N3S2P1",NA,"unsaturated/lignin","unsaturated/lignin",-1.5,1.1111,1.22,0.44,-3.5,6.5,-0.3889
"1387","C21H6P2",NA,"condensed aromatic","condensed aromatic",0.9474,-0.2857,0.29,0,18,20,0.8571
"1388","C8H8O8N4S1",NA,"condensed aromatic","condensed aromatic",2,2.75,1,1,-6,7,-0.75
"1389","C16H4O6N2",NA,"condensed aromatic","condensed aromatic",1,0.875,0.25,0.38,8,16,0.5
"1390","C13H3O2N7P1",NA,"condensed aromatic","condensed aromatic",1.875,1.6923,0.23,0.15,6.5,16.5,0.5
"1391","C14H11O4N1S1P1",NA,"aromatic","aromatic",0.6111,0.1429,0.79,0.29,3.5,10.5,0.25
"1392","C10H11O9N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0,1,1.1,0.9,-4.5,6.5,-0.45
"1393","C9H12O5N4S2",NA,"unsaturated/lignin","unsaturated/lignin",-5,1.5556,1.33,0.56,-5,6,-0.5556
"1394","C18H11O1N1S1P1",NA,"condensed aromatic","condensed aromatic",0.7586,-0.2222,0.61,0.06,10.5,14.5,0.5833
"1395","C14H11O6N1P1",NA,"aromatic","aromatic",0.6111,0.2857,0.79,0.43,2.5,10.5,0.1786
"1396","C6H16O7N4S2",NA,"condensed aromatic","condensed aromatic",2.4286,2.3333,2.67,1.17,-12,1,-2
"1397","C15H12O8",NA,"aromatic","aromatic",0.5455,0.2667,0.8,0.53,2,10,0.1333
"1398","C19H15N1S1P1",NA,"aromatic","aromatic",0.6562,-0.5263,0.79,0,10.5,13.5,0.5526
"1399","C15H15O5N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.4762,-0.1333,1,0.33,2.5,9.5,0.1667
"1400","C11H14N8P2",NA,"unsaturated/lignin","unsaturated/lignin",0,0.9091,1.27,0,0,10,0
"1401","C15H16O4N2S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4,0,1.07,0.27,2,9,0.1333
"1402","C11H16O9N2",NA,"unsaturated/lignin","unsaturated/lignin",-0.3333,0.7273,1.45,0.82,-6,5,-0.5455
"1403","C20H16O2S1",NA,"aromatic","aromatic",0.6111,-0.5,0.8,0.1,10,13,0.5
"1404","C16H16O7",NA,"unsaturated/lignin","unsaturated/lignin",0.44,-0.125,1,0.44,2,9,0.125
"1405","C15H19O1N3S1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.3158,-0.4,1.27,0.07,2.5,8.5,0.1667
"1406","C16H20O1N2S2",NA,"unsaturated/lignin","unsaturated/lignin",0.3043,-0.5,1.25,0.06,3,8,0.1875
"1407","C13H24O3N2S2",NA,"aliphatic","aliphatic+N",-0.3333,-0.6154,1.85,0.23,-4,3,-0.3077
"1408","C17H23O3N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.2963,-0.8235,1.35,0.18,2.5,7.5,0.1471
"1409","C10H20O6N6",NA,"aliphatic","lipid",-5,1,2,0.6,-8,4,-0.8
"1410","C25H20",NA,"aromatic","aromatic",0.64,-0.8,0.8,0,16,16,0.64
"1411","C14H28O2N2S2",NA,"aliphatic","lipid",-0.3333,-1,2,0.14,-4,2,-0.2857
"1412","C11H24O5N6",NA,"aliphatic","lipid",-2.2,0.3636,2.18,0.45,-8,3,-0.7273
"1413","C15H28O7",NA,"aliphatic","aliphatic",-0.1304,-0.9333,1.87,0.47,-5,2,-0.3333
"1414","C14H28O6N2",NA,"aliphatic","lipid",-0.3333,-0.7143,2,0.43,-6,2,-0.4286
"1415","C15H32O1N2S2",NA,"aliphatic","lipid",-0.3333,-1.3333,2.13,0.07,-4,1,-0.2667
"1416","C8H7O9N3S1",NA,"condensed aromatic","condensed aromatic",3,2.75,0.88,1.12,-6,7,-0.75
"1417","C14H11O6N1S1",NA,"aromatic","aromatic",0.5556,0.4286,0.79,0.43,2,10,0.1429
"1418","C10H11O11N1",NA,"unsaturated/lignin","unsaturated/lignin",-0.1429,1.4,1.1,1.1,-6,6,-0.6
"1419","C11H15O10N1",NA,"unsaturated/lignin","unsaturated/lignin",-0.2,0.7273,1.36,0.91,-6,5,-0.5455
"1420","C13H17O1N5P2",NA,"unsaturated/lignin","unsaturated/lignin",0.2727,0,1.31,0.08,1,9,0.0769
"1421","C13H23O4N1S2",NA,"aliphatic","aliphatic+N",-0.25,-0.6154,1.77,0.31,-4,3,-0.3077
"1422","C17H24P3",NA,"unsaturated/lignin","unsaturated/lignin",0.3214,-1.4118,1.41,0,4.5,7.5,0.2647
"1423","C13H23O6N1S1",NA,"aliphatic","aliphatic+N",-0.25,-0.4615,1.77,0.46,-5,3,-0.3846
"1424","C11H26O1N6S1P1",NA,"aliphatic","lipid",-2.4,-0.3636,2.36,0.09,-6.5,2.5,-0.5909
"1425","C15H30O3S1P1",NA,"aliphatic","lipid",-0.1739,-1.4667,2,0.2,-3.5,1.5,-0.2333
"1426","C21H23O2N1",NA,"unsaturated/lignin","unsaturated/lignin",0.4737,-0.7619,1.1,0.1,8,11,0.381
"1427","C22H26P1",NA,"unsaturated/lignin","unsaturated/lignin",0.4524,-1.1818,1.18,0,9.5,10.5,0.4318
"1428","C10H19N13",NA,"condensed aromatic","condensed aromatic",1.6667,2,1.9,0,-5,8,-0.5
"1429","C14H31O1N3S2",NA,"aliphatic","lipid",-0.5294,-1.1429,2.21,0.07,-5,1,-0.3571
"1430","C16H34O2S1P1",NA,"aliphatic","lipid",-0.1923,-1.75,2.12,0.12,-3.5,0.5,-0.2188
"1431","C8H2O2S6",NA,"condensed aromatic","condensed aromatic",1,1.75,0.25,0.25,0,8,0
"1432","C7H2O3N2S5",NA,"unsaturated/lignin","unsaturated/lignin",0.3333,2.8571,0.29,0.43,-2,8,-0.2857
"1433","C8H2O6S4",NA,"condensed aromatic","condensed aromatic",1,2.25,0.25,0.75,-2,8,-0.25
"1434","C9H6O1S6",NA,"unsaturated/lignin","unsaturated/lignin",0.2,0.8889,0.67,0.11,0,7,0
"1435","C7H2O5N2S4",NA,"unsaturated/lignin","unsaturated/lignin",0.3333,3.1429,0.29,0.71,-3,8,-0.4286
"1436","C7H2O7N2S3",NA,"unsaturated/lignin","unsaturated/lignin",0.3333,3.4286,0.29,1,-4,8,-0.5714
"1437","C7H4O5N2S2P2",NA,"unsaturated/lignin","unsaturated/lignin",0.3333,2.2857,0.57,0.71,-3,8,-0.4286
"1438","C5H2O3N6S4",NA,"aromatic","aromatic",0.5385,6,0.4,0.6,-5,8,-1
"1439","C8H6O6N2S3",NA,"unsaturated/lignin","unsaturated/lignin",-Inf,2.25,0.75,0.75,-4,7,-0.5
"1440","C12H4O7P2",NA,"condensed aromatic","condensed aromatic",1,0.8333,0.33,0.58,3,12,0.25
"1441","C12H5O6N1S1P1",NA,"condensed aromatic","condensed aromatic",0.9167,1,0.42,0.5,2.5,11.5,0.2083
"1442","C10H4O5N4P2",NA,"condensed aromatic","condensed aromatic",2.3333,1.8,0.4,0.5,1,12,0.1
"1443","C7H6O7N4S2",NA,"condensed aromatic","condensed aromatic",1,3.4286,0.86,1,-6,7,-0.8571
"1444","C11H5O5N3S1P1",NA,"condensed aromatic","condensed aromatic",1.1429,1.4545,0.45,0.45,1.5,11.5,0.1364
"1445","C12H5O8N1P1",NA,"condensed aromatic","condensed aromatic",0.9167,1.1667,0.42,0.67,1.5,11.5,0.125
"1446","C13H4O1N6P2",NA,"condensed aromatic","condensed aromatic",1.6667,1.2308,0.31,0.08,7,16,0.5385
"1447","C17H9O2N1S1P1",NA,"condensed aromatic","condensed aromatic",0.8077,0,0.53,0.12,9.5,14.5,0.5588
"1448","C13H9O7N1P1",NA,"condensed aromatic","condensed aromatic",0.6667,0.6154,0.69,0.54,1.5,10.5,0.1154
"1449","C17H10O1N2S2",NA,"condensed aromatic","condensed aromatic",0.76,0.1176,0.59,0.06,9,14,0.5294
"1450","C13H10O6N2S1",NA,"aromatic","aromatic",0.5714,0.7692,0.77,0.46,1,10,0.0769
"1451","C11H14O9S1",NA,"unsaturated/lignin","unsaturated/lignin",-0.0909,0.5455,1.27,0.82,-5,5,-0.4545
"1452","C18H10O6",NA,"condensed aromatic","condensed aromatic",0.7333,0.1111,0.56,0.33,8,14,0.4444
"1453","C10H12O1N8P2",NA,"condensed aromatic","condensed aromatic",1,1.4,1.2,0.1,-1,10,-0.1
"1454","C17H6N8",NA,"condensed aromatic","condensed aromatic",1.2222,1.0588,0.35,0,11,19,0.6471
"1455","C10H17O7N3P1",NA,"aliphatic","aliphatic+N",-1.2,0.6,1.7,0.7,-6.5,4.5,-0.65
"1456","C19H17N1S1P1",NA,"aromatic","aromatic",0.5938,-0.6316,0.89,0,9.5,12.5,0.5
"1457","C15H17O5N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.381,-0.2667,1.13,0.33,1.5,8.5,0.1
"1458","C12H22O4N2S2",NA,"aliphatic","aliphatic+N",-0.5,-0.3333,1.83,0.33,-5,3,-0.4167
"1459","C16H21O4N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.2917,-0.625,1.31,0.25,1.5,7.5,0.0938
"1460","C17H22O4S1",NA,"unsaturated/lignin","unsaturated/lignin",0.2857,-0.7059,1.29,0.24,2,7,0.1176
"1461","C13H22O9",NA,"aliphatic","aliphatic",-0.1765,-0.3077,1.69,0.69,-6,3,-0.4615
"1462","C13H26O3N2S2",NA,"aliphatic","lipid",-0.4667,-0.7692,2,0.23,-5,2,-0.3846
"1463","C17H25O3N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.2222,-0.9412,1.47,0.18,1.5,6.5,0.0882
"1464","C13H22N8S1",NA,"aliphatic","aliphatic+N",-0.5,0.3077,1.69,0,-2,7,-0.1538
"1465","C14H30O2N2S2",NA,"aliphatic","lipid",-0.4444,-1.1429,2.14,0.14,-5,1,-0.3571
"1466","C11H26O5N6",NA,"aliphatic","lipid",-2.6,0.1818,2.36,0.45,-9,2,-0.8182
"1467","C15H26O2N6",NA,"aliphatic","aliphatic+N",-0.125,-0.2667,1.73,0.13,-2,6,-0.1333
"1468","C20H34O3",NA,"aliphatic","aliphatic",0.1351,-1.4,1.7,0.15,1,4,0.05
"1469","C19H16O3P1",NA,"aromatic","aromatic",0.6061,-0.5263,0.84,0.16,8.5,12.5,0.4474
"1470","C11H17O10N1",NA,"aliphatic","aliphatic+N",-0.4,0.5455,1.55,0.91,-7,4,-0.6364
"1471","C12H21O9N1",NA,"aliphatic","aliphatic+N",-0.3846,0,1.75,0.75,-7,3,-0.5833
"1472","C20H21O3N1",NA,"unsaturated/lignin","unsaturated/lignin",0.4857,-0.6,1.05,0.15,7,11,0.35
"1473","C15H32O1S2P1",NA,"aliphatic","lipid",-0.2609,-1.7333,2.13,0.07,-3.5,0.5,-0.2333
"1474","C21H25N1S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4211,-0.9524,1.19,0,8,10,0.381
"1475","C15H32O3S1P1",NA,"aliphatic","lipid",-0.2609,-1.6,2.13,0.2,-4.5,0.5,-0.3
"1476","C22H28P1",NA,"unsaturated/lignin","unsaturated/lignin",0.4048,-1.2727,1.27,0,8.5,9.5,0.3864
"1477","C18H31N1P2",NA,"aliphatic","aliphatic+N",0.1333,-1.5556,1.72,0,2,5,0.1111
"1478","C20H25O1N3",NA,"unsaturated/lignin","unsaturated/lignin",0.3939,-0.7,1.25,0.05,6,10,0.3
"1479","C12H4O1S5",NA,"condensed aromatic","condensed aromatic",0.8462,0.6667,0.33,0.08,5,11,0.4167
"1480","C9H8O1S6",NA,"unsaturated/lignin","unsaturated/lignin",-0.2,0.6667,0.89,0.11,-1,6,-0.1111
"1481","C7H4O5N2S4",NA,"condensed aromatic","condensed aromatic",1,2.8571,0.57,0.71,-4,7,-0.5714
"1482","C6H4O4N4S4",NA,"condensed aromatic","condensed aromatic",0.75,4,0.67,0.67,-5,7,-0.8333
"1483","C11H3O5N1S2P1",NA,"condensed aromatic","condensed aromatic",1.1111,1.2727,0.27,0.45,2.5,11.5,0.2273
"1484","C13H8S5",NA,"aromatic","aromatic",0.625,0.1538,0.62,0,5,10,0.3846
"1485","C9H8O5S4",NA,"unsaturated/lignin","unsaturated/lignin",-0.2,1.1111,0.89,0.56,-3,6,-0.3333
"1486","C10H12S6",NA,"unsaturated/lignin","unsaturated/lignin",-0.25,0,1.2,0,-1,5,-0.1
"1487","C15H3O2N1S2P1",NA,"condensed aromatic","condensed aromatic",1.05,0.5333,0.2,0.13,9.5,15.5,0.6333
"1488","C11H6O2N2S2P2",NA,"condensed aromatic","condensed aromatic",1,0.7273,0.55,0.18,3,11,0.2727
"1489","C10H12O2S5",NA,"unsaturated/lignin","unsaturated/lignin",-0.25,0.2,1.2,0.2,-2,5,-0.2
"1490","C9H2O6N4P2",NA,"condensed aromatic","condensed aromatic",Inf,2.4444,0.22,0.67,0,12,0
"1491","C10H3O6N3S1P1",NA,"condensed aromatic","condensed aromatic",1.75,2,0.3,0.6,0.5,11.5,0.05
"1492","C6H7O5N5S2P1",NA,"condensed aromatic","condensed aromatic",0.8889,3.6667,1.17,0.83,-6.5,6.5,-1.0833
"1493","C8H8O8N2S2",NA,"unsaturated/lignin","unsaturated/lignin",-Inf,2.25,1,1,-6,6,-0.75
"1494","C16H6O4P2",NA,"condensed aromatic","condensed aromatic",0.9167,0.125,0.38,0.25,9,15,0.5625
"1495","C14H12O1S4",NA,"unsaturated/lignin","unsaturated/lignin",0.4737,-0.1429,0.86,0.07,4,9,0.2857
"1496","C10H14O4S2P2",NA,"unsaturated/lignin","unsaturated/lignin",-0.25,-0.2,1.4,0.4,-3,5,-0.3
"1497","C11H9O3N3P3",NA,"condensed aromatic","condensed aromatic",0.8571,0.5455,0.82,0.27,1.5,10.5,0.1364
"1498","C9H12O7N2S2",NA,"unsaturated/lignin","unsaturated/lignin",-1.6667,1.3333,1.33,0.78,-6,5,-0.6667
"1499","C14H7O1N5S1P1",NA,"condensed aromatic","condensed aromatic",1.0769,0.8571,0.5,0.07,6.5,14.5,0.4643
"1500","C10H14O8P2",NA,"unsaturated/lignin","unsaturated/lignin",-0.25,0.2,1.4,0.8,-5,5,-0.5
"1501","C16H8O4N2S1",NA,"condensed aromatic","condensed aromatic",0.8182,0.5,0.5,0.25,7,14,0.4375
"1502","C17H11O2N1S1P1",NA,"condensed aromatic","condensed aromatic",0.7308,-0.1176,0.65,0.12,8.5,13.5,0.5
"1503","C17H8O7",NA,"condensed aromatic","condensed aromatic",0.7778,0.3529,0.47,0.41,7,14,0.4118
"1504","C13H11O7N1P1",NA,"aromatic","aromatic",0.5333,0.4615,0.85,0.54,0.5,9.5,0.0385
"1505","C21H8O4",NA,"condensed aromatic","condensed aromatic",0.8421,0,0.38,0.19,14,18,0.6667
"1506","C11H16O9S1",NA,"unsaturated/lignin","unsaturated/lignin",-0.2727,0.3636,1.45,0.82,-6,4,-0.5455
"1507","C18H15O1N1S1P1",NA,"aromatic","aromatic",0.6207,-0.4444,0.83,0.06,8.5,12.5,0.4722
"1508","C10H16O8N2S1",NA,"aliphatic","aliphatic+N",-1,0.8,1.6,0.8,-7,4,-0.7
"1509","C14H15O6N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.3889,0,1.07,0.43,0.5,8.5,0.0357
"1510","C19H16O1S2",NA,"aromatic","aromatic",0.5758,-0.5263,0.84,0.05,9,12,0.4737
"1511","C21H12N2S1",NA,"condensed aromatic","condensed aromatic",0.7778,-0.1905,0.57,0,14,17,0.6667
"1512","C14H16O5N2S1",NA,"unsaturated/lignin","unsaturated/lignin",0.2941,0.1429,1.14,0.36,0,8,0
"1513","C10H16O10N2",NA,"aliphatic","aliphatic+N",-1,1,1.6,1,-8,4,-0.8
"1514","C17H8N8",NA,"condensed aromatic","condensed aromatic",1.1111,0.9412,0.47,0,10,18,0.5882
"1515","C12H20O8S1",NA,"aliphatic","aliphatic",-0.2857,-0.1667,1.67,0.67,-6,3,-0.5
"1516","C15H19O5N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.2857,-0.4,1.27,0.33,0.5,7.5,0.0333
"1517","C12H24O4N2S2",NA,"aliphatic","lipid",-0.6667,-0.5,2,0.33,-6,2,-0.5
"1518","C16H25N1P3",NA,"aliphatic","aliphatic+N",0.2083,-1.375,1.56,0,2.5,6.5,0.1562
"1519","C16H23O4N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.2083,-0.75,1.44,0.25,0.5,6.5,0.0312
"1520","C13H28O3N2S2",NA,"aliphatic","lipid",-0.6,-0.9231,2.15,0.23,-6,1,-0.4615
"1521","C17H27O3N1P1",NA,"aliphatic","aliphatic+N",0.1481,-1.0588,1.59,0.18,0.5,5.5,0.0294
"1522","C14H33O1N1P3",NA,"aliphatic","lipid",-0.4211,-2,2.36,0.07,-4.5,0.5,-0.3214
"1523","C12H28O4N4S1",NA,"aliphatic","lipid",-1.2,-0.5,2.33,0.33,-8,1,-0.6667
"1524","C14H24O3N6",NA,"aliphatic","aliphatic+N",-0.2308,0,1.71,0.21,-3,6,-0.2143
"1525","C12H28O6N4",NA,"aliphatic","lipid",-1.2,-0.3333,2.33,0.5,-9,1,-0.75
"1526","C11H24N12",NA,"condensed aromatic","condensed aromatic",6,1.0909,2.18,0,-6,6,-0.5455
"1527","C15H28O2N6",NA,"aliphatic","aliphatic+N",-0.25,-0.4,1.87,0.13,-3,5,-0.2
"1528","C15H3O4N1S2",NA,"condensed aromatic","condensed aromatic",1,0.8,0.2,0.27,8,15,0.5333
"1529","C9H14O9N2P1",NA,"aliphatic","aliphatic+N",-2,1.1111,1.56,1,-7.5,4.5,-0.8333
"1530","C10H15O11N1",NA,"aliphatic","aliphatic+N",-0.7143,1,1.5,1.1,-8,4,-0.8
"1531","C17H17N3P2",NA,"aromatic","aromatic",0.5833,-0.4706,1,0,7,12,0.4118
"1532","C22H15N1S1",NA,"condensed aromatic","condensed aromatic",0.7,-0.4545,0.68,0,14,16,0.6364
"1533","C12H25O3N1S1P2",NA,"aliphatic","lipid",-0.5385,-1.1667,2.08,0.25,-5,2,-0.4167
"1534","C13H26O3S2P1",NA,"aliphatic","lipid",-0.3529,-1.2308,2,0.23,-4.5,1.5,-0.3462
"1535","C14H30O2S2P1",NA,"aliphatic","lipid",-0.35,-1.5714,2.14,0.14,-4.5,0.5,-0.3214
"1536","C12H26O6N2P1",NA,"aliphatic","lipid",-0.75,-0.6667,2.17,0.5,-7.5,1.5,-0.625
"1537","C22H19N3",NA,"aromatic","aromatic",0.6316,-0.4545,0.86,0,12,15,0.5455
"1538","C14H30O4S1P1",NA,"aliphatic","lipid",-0.35,-1.4286,2.14,0.29,-5.5,0.5,-0.3929
"1539","C11H27O4N5S1",NA,"aliphatic","lipid",-2.3333,-0.1818,2.45,0.36,-9,1,-0.8182
"1540","C11H30O1N6S1P1",NA,"aliphatic","lipid",-3.2,-0.7273,2.73,0.09,-8.5,0.5,-0.7727
"1541","C11H27O6N5",NA,"aliphatic","lipid",-2.3333,0,2.45,0.55,-10,1,-0.9091
"1542","C17H30O2N2P1",NA,"aliphatic","aliphatic+N",0.0385,-1.1765,1.76,0.12,-0.5,4.5,-0.0294
"1543","C22H30P1",NA,"unsaturated/lignin","unsaturated/lignin",0.3571,-1.3636,1.36,0,7.5,8.5,0.3409
"1544","C6H2O6N2S4",NA,"condensed aromatic","condensed aromatic",0.6667,4,0.33,1,-5,7,-0.8333
"1545","C10H3O2N1S2P3",NA,"condensed aromatic","condensed aromatic",1.5,0.8,0.3,0.2,3.5,11.5,0.35
"1546","C10H4O3N2S2P2",NA,"condensed aromatic","condensed aromatic",1.4,1.2,0.4,0.3,2,11,0.2
"1547","C8H10N2S6",NA,"unsaturated/lignin","unsaturated/lignin",-Inf,1,1.25,0,-3,5,-0.375
"1548","C8H8O6S2P2",NA,"unsaturated/lignin","unsaturated/lignin",-1,1,1,0.75,-4,6,-0.5
"1549","C7H2N8S4",NA,"unsaturated/lignin","unsaturated/lignin",0.2,4.2857,0.29,0,-1,11,-0.1429
"1550","C14H4N2S2P2",NA,"condensed aromatic","condensed aromatic",1.125,0.4286,0.29,0,9,15,0.6429
"1551","C14H3O3N1P3",NA,"condensed aromatic","condensed aromatic",1.1765,0.4286,0.21,0.21,8.5,15.5,0.6071
"1552","C13H10S5",NA,"unsaturated/lignin","unsaturated/lignin",0.5,0,0.77,0,4,9,0.3077
"1553","C9H10O5S4",NA,"unsaturated/lignin","unsaturated/lignin",-0.6,0.8889,1.11,0.56,-4,5,-0.4444
"1554","C13H3O2N3P3",NA,"condensed aromatic","condensed aromatic",1.4167,0.7692,0.23,0.15,7.5,15.5,0.5769
"1555","C10H4O7N2P2",NA,"condensed aromatic","condensed aromatic",1.4,1.6,0.4,0.7,0,11,0
"1556","C15H5O2N1S2P1",NA,"condensed aromatic","condensed aromatic",0.95,0.4,0.33,0.13,8.5,14.5,0.5667
"1557","C11H5O7N1S1P1",NA,"condensed aromatic","condensed aromatic",0.8889,1.2727,0.45,0.64,0.5,10.5,0.0455
"1558","C12H3O1N5P3",NA,"condensed aromatic","condensed aromatic",2,1.1667,0.25,0.08,6.5,15.5,0.5417
"1559","C12H6O7S2",NA,"condensed aromatic","condensed aromatic",0.6923,1,0.5,0.58,1,10,0.0833
"1560","C13H12S3P2",NA,"unsaturated/lignin","unsaturated/lignin",0.5,-0.4615,0.92,0,4,9,0.3077
"1561","C13H4O3N4P2",NA,"condensed aromatic","condensed aromatic",1.3636,1.0769,0.31,0.23,6,15,0.4615
"1562","C9H10O9S2",NA,"unsaturated/lignin","unsaturated/lignin",-0.6,1.3333,1.11,1,-6,5,-0.6667
"1563","C9H12O7S1P2",NA,"unsaturated/lignin","unsaturated/lignin",-0.6,0.4444,1.33,0.78,-5,5,-0.5556
"1564","C11H11O1N3S1P3",NA,"aromatic","aromatic",0.5714,0.1818,1,0.09,1.5,9.5,0.1364
"1565","C20H6O1S2",NA,"condensed aromatic","condensed aromatic",0.8857,0,0.3,0.05,15,18,0.75
"1566","C8H10O8N2S2",NA,"unsaturated/lignin","unsaturated/lignin",-Inf,2,1.25,1,-7,5,-0.875
"1567","C16H8O4P2",NA,"condensed aromatic","condensed aromatic",0.8333,0,0.5,0.25,8,14,0.5
"1568","C12H11O4N1P3",NA,"aromatic","aromatic",0.5833,0,0.92,0.33,1.5,9.5,0.125
"1569","C10H19O3N1S1P3",NA,"aliphatic","aliphatic+N",-0.8571,-0.8,1.9,0.3,-4.5,3.5,-0.45
"1570","C19H6O4N2",NA,"condensed aromatic","condensed aromatic",0.9333,0.4211,0.32,0.21,12,18,0.6316
"1571","C16H5N7P1",NA,"condensed aromatic","condensed aromatic",1.3125,1,0.31,0,10.5,18.5,0.6562
"1572","C8H14O6N4S2",NA,"condensed aromatic","condensed aromatic",5,1.75,1.75,0.75,-8,4,-1
"1573","C12H10O9N2",NA,"unsaturated/lignin","unsaturated/lignin",0.4545,1.1667,0.83,0.75,-2,9,-0.1667
"1574","C9H14O9N2S1",NA,"aliphatic","aliphatic+N",-2.3333,1.3333,1.56,1,-8,4,-0.8889
"1575","C10H18O6N2S2",NA,"aliphatic","aliphatic+N",-1.3333,0.4,1.8,0.6,-7,3,-0.7
"1576","C10H17O9N1P1",NA,"aliphatic","aliphatic+N",-0.8571,0.4,1.7,0.9,-7.5,3.5,-0.75
"1577","C16H6O1N8",NA,"condensed aromatic","condensed aromatic",1.2667,1.25,0.38,0.06,9,18,0.5625
"1578","C10H18O8N2S1",NA,"aliphatic","aliphatic+N",-1.3333,0.6,1.8,0.8,-8,3,-0.8
"1579","C12H24O4S1P2",NA,"aliphatic","lipid",-0.4286,-1.1667,2,0.33,-5,2,-0.4167
"1580","C17H14O5N2",NA,"aromatic","aromatic",0.6,0.1176,0.82,0.29,5,12,0.2941
"1581","C11H22O5N2S2",NA,"aliphatic","lipid",-1,-0.1818,2,0.45,-7,2,-0.6364
"1582","C15H23O1N1P3",NA,"aliphatic","aliphatic+N",0.1905,-1.2,1.53,0.07,1.5,6.5,0.1
"1583","C12H27O1N1S1P3",NA,"aliphatic","lipid",-0.6154,-1.6667,2.25,0.08,-4.5,1.5,-0.375
"1584","C10H22O4N4S2",NA,"aliphatic","lipid",-3,0.2,2.2,0.4,-8,2,-0.8
"1585","C15H21O5N1P1",NA,"unsaturated/lignin","unsaturated/lignin",0.1905,-0.5333,1.4,0.33,-0.5,6.5,-0.0333
"1586","C12H26O4N2S2",NA,"aliphatic","lipid",-0.8333,-0.6667,2.17,0.33,-7,1,-0.5833
"1587","C16H27N1P3",NA,"aliphatic","aliphatic+N",0.125,-1.5,1.69,0,1.5,5.5,0.0938
"1588","C19H22O1N2S1",NA,"unsaturated/lignin","unsaturated/lignin",0.4194,-0.6316,1.16,0.05,6,10,0.3158
"1589","C16H26O1N2S2",NA,"aliphatic","aliphatic+N",0.0435,-0.875,1.62,0.06,0,5,0
"1590","C12H26O6N2S1",NA,"aliphatic","lipid",-0.8333,-0.5,2.17,0.5,-8,1,-0.6667
