"formula","presence","PoreWater_ID","site","depth","Suction_kPa","n"
"C24H40O7",1,"33A","PT","210-240",1.5,1
"C24H40O7",1,"47B","GS","60-90",3,2
"C10H3O7N1S6",1,"15C","PT","120-150",15,2
"C10H3O7N1S6",1,"23C","PT","120-150",15,2
"C30H18O2P1",1,"52C","GS","30-60",15,2
"C30H18O2P1",1,"41D","PT","210-240",50,2
"C30H18O2P1",1,"33D","PT","210-240",50,2
"C30H18O2P1",1,"49D","GS","30-60",50,1
"C30H18O2P1",1,"53C","GS","30-60",15,2
"C27H19N7",1,"8D","DMT","30-60",50,2
"C27H19N7",1,"52C","GS","30-60",15,2
"C27H19N7",1,"53C","GS","30-60",15,2
"C27H19N7",1,"10D","DMT","30-60",50,2
"C29H31O3N1",1,"30D","PT","120-150",50,3
"C29H31O3N1",1,"15D","PT","120-150",50,3
"C29H31O3N1",1,"23D","PT","120-150",50,3
"C17H40O3N4P3",1,"8D","DMT","30-60",50,2
"C17H40O3N4P3",1,"52C","GS","30-60",15,2
"C17H40O3N4P3",1,"53C","GS","30-60",15,2
"C17H40O3N4P3",1,"10D","DMT","30-60",50,2
"C26H35O3N1S1",1,"7A","DMT","0-30",1.5,2
"C26H35O3N1S1",1,"50B","GS","60-90",3,2
"C26H35O3N1S1",1,"33A","PT","210-240",1.5,1
"C26H35O3N1S1",1,"46A","GS","30-60",1.5,2
"C26H35O3N1S1",1,"47B","GS","60-90",3,2
"C26H35O3N1S1",1,"1A","DMT","0-30",1.5,2
"C26H35O3N1S1",1,"52A","GS","30-60",1.5,2
"C10H2O10S5",1,"15C","PT","120-150",15,2
"C10H2O10S5",1,"7A","DMT","0-30",1.5,2
"C10H2O10S5",1,"50B","GS","60-90",3,2
"C10H2O10S5",1,"33A","PT","210-240",1.5,1
"C10H2O10S5",1,"21C","PT","60-90",15,2
"C10H2O10S5",1,"46A","GS","30-60",1.5,3
"C10H2O10S5",1,"47B","GS","60-90",3,2
"C10H2O10S5",1,"33B","PT","210-240",3,2
"C10H2O10S5",1,"34C","PT","0-30",15,2
"C10H2O10S5",1,"23C","PT","120-150",15,2
"C10H2O10S5",1,"1A","DMT","0-30",1.5,2
"C10H2O10S5",1,"52A","GS","30-60",1.5,3
"C10H2O10S5",1,"49A","GS","30-60",1.5,3
"C10H2O10S5",1,"13C","PT","60-90",15,2
"C10H2O10S5",1,"11C","PT","0-30",15,2
"C10H2O10S5",1,"33B2","PT","210-240",3,2
"C15H6O4S6",1,"33A","PT","210-240",1.5,1
"C15H6O4S6",1,"42B","GS","0-30",3,2
"C15H6O4S6",1,"45B","GS","0-30",3,2
"C11H10O3N2S7",1,"1C","DMT","0-30",15,1
"C11H10O3N2S7",1,"1B","DMT","0-30",3,1
"C14H5O14N1P1",1,"2C","DMT","30-60",15,1
"C17H5O8N3S1P1",1,"1C","DMT","0-30",15,1
"C22H6O5N2S2",1,"1C","DMT","0-30",15,1
"C22H6O5N2S2",1,"1B","DMT","0-30",3,1
"C13H14O15S1",1,"1C","DMT","0-30",15,1
"C13H14O15S1",1,"1B","DMT","0-30",3,1
"C28H12O2P2",1,"49D","GS","30-60",50,1
"C24H10O9",1,"32D","PT","180-210",50,2
"C24H10O9",1,"25D","PT","180-210",50,2
"C21H17O6N1S1P1",1,"49D","GS","30-60",50,1
"C21H14O11",1,"1C","DMT","0-30",15,1
"C19H14O9N4",1,"52C","GS","30-60",15,3
"C19H14O9N4",1,"41D","PT","210-240",50,2
"C19H14O9N4",1,"33D","PT","210-240",50,2
"C19H14O9N4",1,"49D","GS","30-60",50,1
"C19H14O9N4",1,"32D","PT","180-210",50,2
"C19H14O9N4",1,"46C","GS","30-60",15,3
"C19H14O9N4",1,"25D","PT","180-210",50,2
"C19H14O9N4",1,"53C","GS","30-60",15,3
"C20H18O8N4",1,"52C","GS","30-60",15,3
"C20H18O8N4",1,"41D","PT","210-240",50,2
"C20H18O8N4",1,"33D","PT","210-240",50,2
"C20H18O8N4",1,"49D","GS","30-60",50,1
"C20H18O8N4",1,"32D","PT","180-210",50,2
"C20H18O8N4",1,"46C","GS","30-60",15,3
"C20H18O8N4",1,"25D","PT","180-210",50,2
"C20H18O8N4",1,"53C","GS","30-60",15,3
"C34H18O1",1,"52C","GS","30-60",15,2
"C34H18O1",1,"41D","PT","210-240",50,2
"C34H18O1",1,"33D","PT","210-240",50,2
"C34H18O1",1,"53C","GS","30-60",15,2
"C25H30O1S3",1,"49D","GS","30-60",50,1
"C20H26O11",1,"52C","GS","30-60",15,2
"C20H26O11",1,"49D","GS","30-60",50,1
"C20H26O11",1,"1B","DMT","0-30",3,1
"C20H26O11",1,"53C","GS","30-60",15,2
"C25H30O5S1",1,"52C","GS","30-60",15,2
"C25H30O5S1",1,"53C","GS","30-60",15,2
"C21H30O10",1,"1C","DMT","0-30",15,1
"C18H34O10S1",1,"1B","DMT","0-30",3,1
"C25H30N8",1,"33A","PT","210-240",1.5,1
"C25H30N8",1,"33B","PT","210-240",3,2
"C25H30N8",1,"33B2","PT","210-240",3,2
"C26H21O6N1",1,"49D","GS","30-60",50,1
"C27H25O3N1S1",1,"52C","GS","30-60",15,2
"C27H25O3N1S1",1,"41D","PT","210-240",50,2
"C27H25O3N1S1",1,"33D","PT","210-240",50,2
"C27H25O3N1S1",1,"49D","GS","30-60",50,1
"C27H25O3N1S1",1,"53C","GS","30-60",15,2
"C14H4O1S8",1,"42A","GS","0-30",1.5,3
"C14H4O1S8",1,"12A","PT","30-60",1.5,3
"C14H4O1S8",1,"8D","DMT","30-60",50,2
"C14H4O1S8",1,"40D","PT","180-210",50,3
"C14H4O1S8",1,"45A2","GS","0-30",1.5,3
"C14H4O1S8",1,"52C","GS","30-60",15,3
"C14H4O1S8",1,"41D","PT","210-240",50,2
"C14H4O1S8",1,"33D","PT","210-240",50,2
"C14H4O1S8",1,"49D","GS","30-60",50,1
"C14H4O1S8",1,"32D","PT","180-210",50,3
"C14H4O1S8",1,"46C","GS","30-60",15,3
"C14H4O1S8",1,"25D","PT","180-210",50,3
"C14H4O1S8",1,"30A","PT","120-150",1.5,3
"C14H4O1S8",1,"53C","GS","30-60",15,3
"C14H4O1S8",1,"38A","PT","120-150",1.5,3
"C14H4O1S8",1,"35A","PT","30-60",1.5,3
"C14H4O1S8",1,"20A","PT","30-60",1.5,3
"C14H4O1S8",1,"10D","DMT","30-60",50,2
"C14H4O1S8",1,"23A","PT","120-150",1.5,3
"C14H4O1S8",1,"51A","GS","0-30",1.5,3
"C11H8O3S8",1,"2B","DMT","30-60",3,1
"C15H8S8",1,"2B","DMT","30-60",3,1
"C10H4O10S5",1,"29C","PT","90-120",15,3
"C10H4O10S5",1,"22C","PT","90-120",15,3
"C10H4O10S5",1,"37C","PT","90-120",15,3
"C11H8O5S7",1,"28C","PT","60-90",15,2
"C11H8O5S7",1,"21C","PT","60-90",15,2
"C14H8O3N2S6",1,"30D","PT","120-150",50,3
"C14H8O3N2S6",1,"15D","PT","120-150",50,3
"C14H8O3N2S6",1,"23D","PT","120-150",50,3
"C17H5O4N1S2P3",1,"12A","PT","30-60",1.5,3
"C17H5O4N1S2P3",1,"40D","PT","180-210",50,3
"C17H5O4N1S2P3",1,"41D","PT","210-240",50,2
"C17H5O4N1S2P3",1,"33D","PT","210-240",50,2
"C17H5O4N1S2P3",1,"49D","GS","30-60",50,1
"C17H5O4N1S2P3",1,"32D","PT","180-210",50,3
"C17H5O4N1S2P3",1,"25D","PT","180-210",50,3
"C17H5O4N1S2P3",1,"35A","PT","30-60",1.5,3
"C17H5O4N1S2P3",1,"20A","PT","30-60",1.5,3
"C13H3O11N1S2P1",1,"15C","PT","120-150",15,2
"C13H3O11N1S2P1",1,"50B","GS","60-90",3,2
"C13H3O11N1S2P1",1,"47B","GS","60-90",3,2
"C13H3O11N1S2P1",1,"34C","PT","0-30",15,2
"C13H3O11N1S2P1",1,"1C","DMT","0-30",15,1
"C13H3O11N1S2P1",1,"1B","DMT","0-30",3,1
"C13H3O11N1S2P1",1,"23C","PT","120-150",15,2
"C13H3O11N1S2P1",1,"11C","PT","0-30",15,2
"C21H5O5N1P3",1,"1C","DMT","0-30",15,1
"C12H12O12S3",1,"1B","DMT","0-30",3,1
"C17H7O8N3S1P1",1,"1C","DMT","0-30",15,1
"C17H7O8N3S1P1",1,"1B","DMT","0-30",3,1
"C17H4O13N2",1,"42B","GS","0-30",3,2
"C17H4O13N2",1,"45B","GS","0-30",3,2
"C17H4O13N2",1,"47D","GS","60-90",50,2
"C17H4O13N2",1,"49D","GS","30-60",50,1
"C17H4O13N2",1,"50D","GS","60-90",50,2
"C31H8O4",1,"32D","PT","180-210",50,2
"C31H8O4",1,"25D","PT","180-210",50,2
"C24H15O4N1S1P1",1,"52C","GS","30-60",15,3
"C24H15O4N1S1P1",1,"46C","GS","30-60",15,3
"C24H15O4N1S1P1",1,"53C","GS","30-60",15,3
"C21H20O9N2",1,"28C","PT","60-90",15,2
"C21H20O9N2",1,"21C","PT","60-90",15,2
"C21H20O9N2",1,"8D","DMT","30-60",50,2
"C21H20O9N2",1,"10D","DMT","30-60",50,2
"C30H20O2S1",1,"50B","GS","60-90",3,2
"C30H20O2S1",1,"33A","PT","210-240",1.5,1
"C30H20O2S1",1,"47B","GS","60-90",3,2
"C24H20O5N4",1,"8D","DMT","30-60",50,2
"C24H20O5N4",1,"10D","DMT","30-60",50,2
"C28H28O1S2",1,"2B","DMT","30-60",3,1
"C20H32O5N2S2",1,"52C","GS","30-60",15,2
"C20H32O5N2S2",1,"41D","PT","210-240",50,2
"C20H32O5N2S2",1,"33D","PT","210-240",50,2
"C20H32O5N2S2",1,"49D","GS","30-60",50,1
"C20H32O5N2S2",1,"32D","PT","180-210",50,2
"C20H32O5N2S2",1,"46C","GS","30-60",15,2
"C20H32O5N2S2",1,"1B","DMT","0-30",3,1
"C20H32O5N2S2",1,"25D","PT","180-210",50,2
"C21H35O5N1S1P1",1,"52C","GS","30-60",15,2
"C21H35O5N1S1P1",1,"53C","GS","30-60",15,2
"C9H3O6N1S7",1,"29C","PT","90-120",15,3
"C9H3O6N1S7",1,"30D","PT","120-150",50,3
"C9H3O6N1S7",1,"15D","PT","120-150",50,3
"C9H3O6N1S7",1,"23D","PT","120-150",50,3
"C9H3O6N1S7",1,"22C","PT","90-120",15,3
"C9H3O6N1S7",1,"19B","PT","0-30",3,3
"C9H3O6N1S7",1,"51B","PT","0-30",3,3
"C9H3O6N1S7",1,"37C","PT","90-120",15,3
"C9H3O6N1S7",1,"8D","DMT","30-60",50,2
"C9H3O6N1S7",1,"34B","PT","0-30",3,3
"C9H3O6N1S7",1,"10D","DMT","30-60",50,2
"C24H46O1S2P1",1,"50B","GS","60-90",3,2
"C24H46O1S2P1",1,"47B","GS","60-90",3,2
"C13H4S7P2",1,"52C","GS","30-60",15,3
"C13H4S7P2",1,"49D","GS","30-60",50,1
"C13H4S7P2",1,"46C","GS","30-60",15,3
"C13H4S7P2",1,"53C","GS","30-60",15,3
"C14H6O3S7",1,"29C","PT","90-120",15,3
"C14H6O3S7",1,"26D","PT","0-30",50,2
"C14H6O3S7",1,"19D","PT","0-30",50,2
"C14H6O3S7",1,"22C","PT","90-120",15,3
"C14H6O3S7",1,"37C","PT","90-120",15,3
"C10H6O8S6",1,"33A","PT","210-240",1.5,1
"C12H14S9",1,"26D","PT","0-30",50,2
"C12H14S9",1,"19D","PT","0-30",50,2
"C17H7O4N1S2P3",1,"41D","PT","210-240",50,2
"C17H7O4N1S2P3",1,"33D","PT","210-240",50,2
"C17H4O9S1P2",1,"1C","DMT","0-30",15,1
"C14H6O11S3",1,"21C","PT","60-90",15,2
"C14H6O11S3",1,"13C","PT","60-90",15,2
"C15H10O10S3",1,"2C","DMT","30-60",15,1
"C26H6O2S3",1,"1C","DMT","0-30",15,1
"C22H6O11",1,"15C","PT","120-150",15,2
"C22H6O11",1,"1C","DMT","0-30",15,1
"C22H6O11",1,"1B","DMT","0-30",3,1
"C22H6O11",1,"23C","PT","120-150",15,2
"C25H6O5N2S1",1,"1C","DMT","0-30",15,1
"C25H6O5N2S1",1,"1B","DMT","0-30",3,1
"C23H13O5N1S1P1",1,"49D","GS","30-60",50,1
"C30H10O1N2S1",1,"33A","PT","210-240",1.5,1
"C25H26O4N4",1,"8D","DMT","30-60",50,2
"C25H26O4N4",1,"40D","PT","180-210",50,3
"C25H26O4N4",1,"52C","GS","30-60",15,2
"C25H26O4N4",1,"41D","PT","210-240",50,2
"C25H26O4N4",1,"33D","PT","210-240",50,2
"C25H26O4N4",1,"49D","GS","30-60",50,1
"C25H26O4N4",1,"32D","PT","180-210",50,3
"C25H26O4N4",1,"25D","PT","180-210",50,3
"C25H26O4N4",1,"30A","PT","120-150",1.5,3
"C25H26O4N4",1,"53C","GS","30-60",15,2
"C25H26O4N4",1,"38A","PT","120-150",1.5,3
"C25H26O4N4",1,"10D","DMT","30-60",50,2
"C25H26O4N4",1,"23A","PT","120-150",1.5,3
"C21H34O8S1",1,"26D","PT","0-30",50,2
"C21H34O8S1",1,"50B","GS","60-90",3,2
"C21H34O8S1",1,"33A","PT","210-240",1.5,1
"C21H34O8S1",1,"47B","GS","60-90",3,2
"C21H34O8S1",1,"34D","PT","0-30",50,2
"C26H30O3N4",1,"8D","DMT","30-60",50,2
"C26H30O3N4",1,"40D","PT","180-210",50,3
"C26H30O3N4",1,"52C","GS","30-60",15,2
"C26H30O3N4",1,"41D","PT","210-240",50,2
"C26H30O3N4",1,"33D","PT","210-240",50,2
"C26H30O3N4",1,"49D","GS","30-60",50,1
"C26H30O3N4",1,"32D","PT","180-210",50,3
"C26H30O3N4",1,"25D","PT","180-210",50,3
"C26H30O3N4",1,"30A","PT","120-150",1.5,3
"C26H30O3N4",1,"53C","GS","30-60",15,2
"C26H30O3N4",1,"38A","PT","120-150",1.5,3
"C26H30O3N4",1,"10D","DMT","30-60",50,2
"C26H30O3N4",1,"23A","PT","120-150",1.5,3
"C22H38O7S1",1,"26D","PT","0-30",50,2
"C22H38O7S1",1,"50B","GS","60-90",3,2
"C22H38O7S1",1,"33A","PT","210-240",1.5,1
"C22H38O7S1",1,"46A","GS","30-60",1.5,2
"C22H38O7S1",1,"47B","GS","60-90",3,2
"C22H38O7S1",1,"33B","PT","210-240",3,2
"C22H38O7S1",1,"34D","PT","0-30",50,2
"C22H38O7S1",1,"52A","GS","30-60",1.5,2
"C22H38O7S1",1,"33B2","PT","210-240",3,2
"C21H43O1N3P3",1,"50B","GS","60-90",3,2
"C21H43O1N3P3",1,"46A","GS","30-60",1.5,2
"C21H43O1N3P3",1,"47B","GS","60-90",3,2
"C21H43O1N3P3",1,"52A","GS","30-60",1.5,2
"C26H38O6",1,"50B","GS","60-90",3,2
"C26H38O6",1,"47B","GS","60-90",3,2
"C15H29O12N1S1",1,"8D","DMT","30-60",50,2
"C15H29O12N1S1",1,"52C","GS","30-60",15,2
"C15H29O12N1S1",1,"41D","PT","210-240",50,2
"C15H29O12N1S1",1,"33D","PT","210-240",50,2
"C15H29O12N1S1",1,"49D","GS","30-60",50,1
"C15H29O12N1S1",1,"32D","PT","180-210",50,2
"C15H29O12N1S1",1,"25D","PT","180-210",50,2
"C15H29O12N1S1",1,"53C","GS","30-60",15,2
"C15H29O12N1S1",1,"10D","DMT","30-60",50,2
"C24H21O6N3",1,"26D","PT","0-30",50,2
"C24H21O6N3",1,"50B","GS","60-90",3,2
"C24H21O6N3",1,"33A","PT","210-240",1.5,1
"C24H21O6N3",1,"47B","GS","60-90",3,2
"C24H21O6N3",1,"34D","PT","0-30",50,2
"C23H44O2S2P1",1,"50B","GS","60-90",3,2
"C23H44O2S2P1",1,"46A","GS","30-60",1.5,2
"C23H44O2S2P1",1,"47B","GS","60-90",3,2
"C23H44O2S2P1",1,"52A","GS","30-60",1.5,2
"C12H4O3N2S7",1,"16A","PT","150-180",1.5,3
"C12H4O3N2S7",1,"30D","PT","120-150",50,3
"C12H4O3N2S7",1,"15D","PT","120-150",50,3
"C12H4O3N2S7",1,"23D","PT","120-150",50,3
"C12H4O3N2S7",1,"24D","PT","150-180",50,2
"C12H4O3N2S7",1,"39D","PT","150-180",50,2
"C12H4O3N2S7",1,"31A","PT","150-180",1.5,3
"C12H4O3N2S7",1,"39A","PT","150-180",1.5,3
"C11H4O2N4S7",1,"1B","DMT","0-30",3,1
"C11H12O13S3",1,"25B","PT","180-210",3,2
"C11H12O13S3",1,"8D","DMT","30-60",50,2
"C11H12O13S3",1,"32B","PT","180-210",3,2
"C11H12O13S3",1,"10D","DMT","30-60",50,2
"C20H4O7N2S2",1,"50B","GS","60-90",3,2
"C20H4O7N2S2",1,"47B","GS","60-90",3,2
"C20H7O4N3S2P1",1,"1C","DMT","0-30",15,1
"C20H7O4N3S2P1",1,"1B","DMT","0-30",3,1
"C20H7O4N3S2P1",1,"2C","DMT","30-60",15,1
"C17H8O11N2S1",1,"50B","GS","60-90",3,2
"C17H8O11N2S1",1,"47B","GS","60-90",3,2
"C26H8O8",1,"33A","PT","210-240",1.5,1
"C25H22O4P2",1,"52C","GS","30-60",15,2
"C25H22O4P2",1,"41D","PT","210-240",50,2
"C25H22O4P2",1,"33D","PT","210-240",50,2
"C25H22O4P2",1,"53C","GS","30-60",15,2
"C16H23O10N3P1",1,"49D","GS","30-60",50,1
"C23H20O6N4",1,"16A","PT","150-180",1.5,3
"C23H20O6N4",1,"17A","PT","180-210",1.5,2
"C23H20O6N4",1,"25A","PT","180-210",1.5,2
"C23H20O6N4",1,"2B","DMT","30-60",3,1
"C23H20O6N4",1,"30D","PT","120-150",50,3
"C23H20O6N4",1,"15D","PT","120-150",50,3
"C23H20O6N4",1,"23D","PT","120-150",50,3
"C23H20O6N4",1,"31A","PT","150-180",1.5,3
"C23H20O6N4",1,"39A","PT","150-180",1.5,3
"C19H33O3N1S1P3",1,"11A","PT","0-30",1.5,4
"C19H33O3N1S1P3",1,"12A","PT","30-60",1.5,3
"C19H33O3N1S1P3",1,"8D","DMT","30-60",50,2
"C19H33O3N1S1P3",1,"19A2","PT","0-30",1.5,4
"C19H33O3N1S1P3",1,"52C","GS","30-60",15,3
"C19H33O3N1S1P3",1,"41D","PT","210-240",50,2
"C19H33O3N1S1P3",1,"33D","PT","210-240",50,2
"C19H33O3N1S1P3",1,"49D","GS","30-60",50,1
"C19H33O3N1S1P3",1,"46C","GS","30-60",15,3
"C19H33O3N1S1P3",1,"30A","PT","120-150",1.5,3
"C19H33O3N1S1P3",1,"34A","PT","0-30",1.5,4
"C19H33O3N1S1P3",1,"53C","GS","30-60",15,3
"C19H33O3N1S1P3",1,"38A","PT","120-150",1.5,3
"C19H33O3N1S1P3",1,"35A","PT","30-60",1.5,3
"C19H33O3N1S1P3",1,"20A","PT","30-60",1.5,3
"C19H33O3N1S1P3",1,"10D","DMT","30-60",50,2
"C19H33O3N1S1P3",1,"23A","PT","120-150",1.5,3
"C19H33O3N1S1P3",1,"26A","PT","0-30",1.5,4
"C19H30O8P2",1,"15C","PT","120-150",15,2
"C19H30O8P2",1,"7A","DMT","0-30",1.5,2
"C19H30O8P2",1,"50B","GS","60-90",3,2
"C19H30O8P2",1,"33A","PT","210-240",1.5,1
"C19H30O8P2",1,"46A","GS","30-60",1.5,3
"C19H30O8P2",1,"47B","GS","60-90",3,2
"C19H30O8P2",1,"33B","PT","210-240",3,2
"C19H30O8P2",1,"1C","DMT","0-30",15,1
"C19H30O8P2",1,"1B","DMT","0-30",3,1
"C19H30O8P2",1,"23C","PT","120-150",15,2
"C19H30O8P2",1,"52B","GS","30-60",3,2
"C19H30O8P2",1,"1A","DMT","0-30",1.5,2
"C19H30O8P2",1,"52A","GS","30-60",1.5,3
"C19H30O8P2",1,"2C","DMT","30-60",15,1
"C19H30O8P2",1,"49A","GS","30-60",1.5,3
"C19H30O8P2",1,"43B","GS","30-60",3,2
"C19H30O8P2",1,"33B2","PT","210-240",3,2
"C23H28O7S1",1,"49D","GS","30-60",50,1
"C27H28O4S1",1,"46C","GS","30-60",15,2
"C27H28O4S1",1,"53C","GS","30-60",15,2
"C24H32O4S2",1,"2D","DMT","30-60",50,2
"C24H32O4S2",1,"10D","DMT","30-60",50,2
"C24H32O4S2",1,"2C","DMT","30-60",15,1
"C24H32O6S1",1,"2B","DMT","30-60",3,1
"C24H32O6S1",1,"8D","DMT","30-60",50,2
"C24H32O6S1",1,"10D","DMT","30-60",50,2
"C24H32O8",1,"15C","PT","120-150",15,2
"C24H32O8",1,"42C","GS","0-30",15,2
"C24H32O8",1,"51C","GS","0-30",15,2
"C24H32O8",1,"1C","DMT","0-30",15,1
"C24H32O8",1,"23C","PT","120-150",15,2
"C25H28O4N4",1,"8D","DMT","30-60",50,2
"C25H28O4N4",1,"40D","PT","180-210",50,3
"C25H28O4N4",1,"52C","GS","30-60",15,2
"C25H28O4N4",1,"41D","PT","210-240",50,2
"C25H28O4N4",1,"33D","PT","210-240",50,2
"C25H28O4N4",1,"49D","GS","30-60",50,1
"C25H28O4N4",1,"32D","PT","180-210",50,3
"C25H28O4N4",1,"25D","PT","180-210",50,3
"C25H28O4N4",1,"30A","PT","120-150",1.5,3
"C25H28O4N4",1,"53C","GS","30-60",15,2
"C25H28O4N4",1,"38A","PT","120-150",1.5,3
"C25H28O4N4",1,"10D","DMT","30-60",50,2
"C25H28O4N4",1,"23A","PT","120-150",1.5,3
"C21H36O8S1",1,"26D","PT","0-30",50,2
"C21H36O8S1",1,"50B","GS","60-90",3,2
"C21H36O8S1",1,"33A","PT","210-240",1.5,1
"C21H36O8S1",1,"46A","GS","30-60",1.5,2
"C21H36O8S1",1,"47B","GS","60-90",3,2
"C21H36O8S1",1,"33B","PT","210-240",3,2
"C21H36O8S1",1,"34D","PT","0-30",50,2
"C21H36O8S1",1,"52A","GS","30-60",1.5,2
"C21H36O8S1",1,"33B2","PT","210-240",3,2
"C16H7O9N3S2",1,"42B","GS","0-30",3,2
"C16H7O9N3S2",1,"45B","GS","0-30",3,2
"C8H6O8N2S6",1,"16A","PT","150-180",1.5,3
"C8H6O8N2S6",1,"1B","DMT","0-30",3,1
"C8H6O8N2S6",1,"31A","PT","150-180",1.5,3
"C8H6O8N2S6",1,"39A","PT","150-180",1.5,3
"C11H3O9N1S2P3",1,"31C","PT","150-180",15,3
"C11H3O9N1S2P3",1,"26D","PT","0-30",50,2
"C11H3O9N1S2P3",1,"28C","PT","60-90",15,2
"C11H3O9N1S2P3",1,"21C","PT","60-90",15,2
"C11H3O9N1S2P3",1,"19D","PT","0-30",50,2
"C11H3O9N1S2P3",1,"8D","DMT","30-60",50,2
"C11H3O9N1S2P3",1,"24C","PT","150-180",15,3
"C11H3O9N1S2P3",1,"1C","DMT","0-30",15,1
"C11H3O9N1S2P3",1,"22B","PT","90-120",3,3
"C11H3O9N1S2P3",1,"37B","PT","90-120",3,3
"C11H3O9N1S2P3",1,"39C","PT","150-180",15,3
"C11H3O9N1S2P3",1,"10D","DMT","30-60",50,2
"C11H3O9N1S2P3",1,"29B2","PT","90-120",3,3
"C10H3O12N3P3",1,"21C","PT","60-90",15,2
"C10H3O12N3P3",1,"1C","DMT","0-30",15,1
"C10H3O12N3P3",1,"1B","DMT","0-30",3,1
"C10H3O12N3P3",1,"13C","PT","60-90",15,2
"C14H12O9S2P2",1,"1C","DMT","0-30",15,1
"C25H6O3S3",1,"15C","PT","120-150",15,2
"C25H6O3S3",1,"23C","PT","120-150",15,2
"C24H6O6N2S1",1,"15C","PT","120-150",15,2
"C24H6O6N2S1",1,"23C","PT","120-150",15,2
"C20H6O11N2",1,"30D","PT","120-150",50,3
"C20H6O11N2",1,"15D","PT","120-150",50,3
"C20H6O11N2",1,"23D","PT","120-150",50,3
"C29H6O4S1",1,"8D","DMT","30-60",50,2
"C29H6O4S1",1,"49D","GS","30-60",50,1
"C29H6O4S1",1,"32D","PT","180-210",50,2
"C29H6O4S1",1,"25D","PT","180-210",50,2
"C29H6O4S1",1,"10D","DMT","30-60",50,2
"C17H10O11N2S1",1,"26D","PT","0-30",50,2
"C17H10O11N2S1",1,"50B","GS","60-90",3,2
"C17H10O11N2S1",1,"33A","PT","210-240",1.5,1
"C17H10O11N2S1",1,"21C","PT","60-90",15,2
"C17H10O11N2S1",1,"46A","GS","30-60",1.5,2
"C17H10O11N2S1",1,"47B","GS","60-90",3,2
"C17H10O11N2S1",1,"34D","PT","0-30",50,2
"C17H10O11N2S1",1,"1B","DMT","0-30",3,1
"C17H10O11N2S1",1,"52A","GS","30-60",1.5,2
"C17H10O11N2S1",1,"2C","DMT","30-60",15,1
"C17H10O11N2S1",1,"13C","PT","60-90",15,2
"C26H12O2S1P2",1,"1C","DMT","0-30",15,1
"C26H10O6S1",1,"49D","GS","30-60",50,1
"C28H21O3N1P1",1,"49D","GS","30-60",50,1
"C26H26O5S1",1,"52C","GS","30-60",15,2
"C26H26O5S1",1,"53C","GS","30-60",15,2
"C23H30O5S2",1,"52C","GS","30-60",15,2
"C23H30O5S2",1,"49D","GS","30-60",50,1
"C23H30O5S2",1,"53C","GS","30-60",15,2
"C25H28O2N2P2",1,"52C","GS","30-60",15,2
"C25H28O2N2P2",1,"49D","GS","30-60",50,1
"C25H28O2N2P2",1,"53C","GS","30-60",15,2
"C23H33O4N1S1P1",1,"52C","GS","30-60",15,2
"C23H33O4N1S1P1",1,"49D","GS","30-60",50,1
"C23H33O4N1S1P1",1,"53C","GS","30-60",15,2
"C23H30O9",1,"1C","DMT","0-30",15,1
"C24H34O8",1,"15C","PT","120-150",15,2
"C24H34O8",1,"23C","PT","120-150",15,2
"C25H38O7",1,"33A","PT","210-240",1.5,1
"C22H28O6S1P1",1,"52C","GS","30-60",15,2
"C22H28O6S1P1",1,"41D","PT","210-240",50,2
"C22H28O6S1P1",1,"33D","PT","210-240",50,2
"C22H28O6S1P1",1,"49D","GS","30-60",50,1
"C22H28O6S1P1",1,"53C","GS","30-60",15,2
"C16H4O2S7",1,"1B","DMT","0-30",3,1
"C11H4O6N2S6",1,"41D","PT","210-240",50,2
"C11H4O6N2S6",1,"33D","PT","210-240",50,2
"C12H4O11S4",1,"2C","DMT","30-60",15,1
"C15H3O10N1S2P1",1,"30D","PT","120-150",50,3
"C15H3O10N1S2P1",1,"15D","PT","120-150",50,3
"C15H3O10N1S2P1",1,"23D","PT","120-150",50,3
"C12H6O13S1P2",1,"1B","DMT","0-30",3,1
"C15H8O1N4S6",1,"1C","DMT","0-30",15,1
"C15H7O8N3S2P1",1,"49D","GS","30-60",50,1
"C15H4O13N2S1",1,"19D","PT","0-30",50,2
"C15H4O13N2S1",1,"34D","PT","0-30",50,2
"C14H16O9P4",1,"1C","DMT","0-30",15,1
"C25H24O6S1",1,"49D","GS","30-60",50,1
"C22H20O7N4",1,"8D","DMT","30-60",50,2
"C22H20O7N4",1,"10D","DMT","30-60",50,2
"C26H28O5S1",1,"49D","GS","30-60",50,1
"C26H28O5S1",1,"46C","GS","30-60",15,2
"C26H28O5S1",1,"53C","GS","30-60",15,2
"C22H33O3N1P3",1,"1B","DMT","0-30",3,1
"C20H40O5N2S2",1,"30D","PT","120-150",50,3
"C20H40O5N2S2",1,"15D","PT","120-150",50,3
"C20H40O5N2S2",1,"23D","PT","120-150",50,3
"C24H44O4N4",1,"7A","DMT","0-30",1.5,2
"C24H44O4N4",1,"33A","PT","210-240",1.5,1
"C24H44O4N4",1,"1C","DMT","0-30",15,1
"C24H44O4N4",1,"1B","DMT","0-30",3,1
"C24H44O4N4",1,"1A","DMT","0-30",1.5,2
"C28H39O2N1S1",1,"50B","GS","60-90",3,2
"C28H39O2N1S1",1,"47B","GS","60-90",3,2
"C10H2O5N2S7",1,"8A","DMT","30-60",1.5,2
