"formula","Site","Treatment","Suction"
"C30H38O13","CPCRW","flood","50 kPa"
"C30H38O13","DWP","time zero","50 kPa"
"C30H38O13","CPCRW","flood","1.5 kPa"
"C30H38O13","DWP","field moist","1.5 kPa"
"C30H38O13","DWP","flood","50 kPa"
"C30H38O13","DWP","field moist","50 kPa"
"C30H38O13","CPCRW","drought","1.5 kPa"
"C30H38O13","DWP","drought","50 kPa"
"C30H38O13","SR","field moist","50 kPa"
"C30H38O13","CPCRW","time zero","1.5 kPa"
"C30H38O13","CPCRW","time zero","50 kPa"
"C30H38O13","SR","flood","50 kPa"
"C27H42O15","CPCRW","drought","50 kPa"
"C27H42O15","DWP","time zero","50 kPa"
"C27H42O15","CPCRW","drought","1.5 kPa"
"C31H42O12","CPCRW","field moist","50 kPa"
"C31H42O12","CPCRW","drought","50 kPa"
"C31H42O12","SR","drought","50 kPa"
"C31H42O12","CPCRW","flood","50 kPa"
"C31H42O12","DWP","time zero","50 kPa"
"C31H42O12","CPCRW","flood","1.5 kPa"
"C31H42O12","DWP","field moist","1.5 kPa"
"C31H42O12","DWP","drought","1.5 kPa"
"C31H42O12","DWP","field moist","50 kPa"
"C31H42O12","CPCRW","drought","1.5 kPa"
"C31H42O12","DWP","drought","50 kPa"
"C31H42O12","SR","field moist","50 kPa"
"C31H42O12","CPCRW","time zero","1.5 kPa"
"C31H42O12","CPCRW","time zero","50 kPa"
"C31H42O12","DWP","flood","50 kPa"
"C31H42O12","SR","flood","50 kPa"
"C38H43O1N2S1P1","SR","flood","50 kPa"
"C28H46O14","DWP","time zero","50 kPa"
"C28H46O14","CPCRW","drought","50 kPa"
"C32H46O11","CPCRW","field moist","50 kPa"
"C32H46O11","CPCRW","drought","50 kPa"
"C32H46O11","CPCRW","flood","50 kPa"
"C32H46O11","DWP","time zero","50 kPa"
"C32H46O11","CPCRW","flood","1.5 kPa"
"C32H46O11","DWP","field moist","1.5 kPa"
"C32H46O11","DWP","drought","1.5 kPa"
"C32H46O11","DWP","field moist","50 kPa"
"C32H46O11","DWP","drought","50 kPa"
"C32H46O11","CPCRW","time zero","1.5 kPa"
"C32H46O11","CPCRW","time zero","50 kPa"
"C32H46O11","SR","flood","50 kPa"
"C32H46O11","SR","field moist","50 kPa"
"C29H50O13","DWP","time zero","50 kPa"
"C29H50O13","CPCRW","drought","50 kPa"
"C29H50O13","SR","flood","50 kPa"
"C33H50O10","CPCRW","flood","50 kPa"
"C33H50O10","CPCRW","flood","1.5 kPa"
"C33H50O10","CPCRW","drought","50 kPa"
"C33H50O10","SR","flood","50 kPa"
"C30H54O12","CPCRW","flood","1.5 kPa"
"C30H54O12","SR","flood","50 kPa"
"C27H28O16","DWP","time zero","50 kPa"
"C28H32O15","CPCRW","field moist","50 kPa"
"C28H32O15","CPCRW","drought","50 kPa"
"C28H32O15","DWP","time zero","50 kPa"
"C28H32O15","DWP","field moist","50 kPa"
"C28H32O15","CPCRW","time zero","50 kPa"
"C25H37O15P1","DWP","time zero","50 kPa"
"C25H36O17","DWP","time zero","50 kPa"
"C29H36O14","CPCRW","field moist","50 kPa"
"C29H36O14","CPCRW","drought","50 kPa"
"C29H36O14","CPCRW","flood","50 kPa"
"C29H36O14","DWP","time zero","50 kPa"
"C29H36O14","DWP","field moist","1.5 kPa"
"C29H36O14","DWP","field moist","50 kPa"
"C29H36O14","CPCRW","drought","1.5 kPa"
"C29H36O14","DWP","drought","50 kPa"
"C29H36O14","CPCRW","time zero","50 kPa"
"C26H40O16","DWP","time zero","50 kPa"
"C26H40O16","CPCRW","drought","1.5 kPa"
"C30H40O13","CPCRW","field moist","50 kPa"
"C30H40O13","CPCRW","drought","50 kPa"
"C30H40O13","CPCRW","flood","50 kPa"
"C30H40O13","DWP","time zero","50 kPa"
"C30H40O13","CPCRW","flood","1.5 kPa"
"C30H40O13","DWP","field moist","1.5 kPa"
"C30H40O13","DWP","field moist","50 kPa"
"C30H40O13","CPCRW","drought","1.5 kPa"
"C30H40O13","DWP","drought","50 kPa"
"C30H40O13","SR","field moist","50 kPa"
"C30H40O13","CPCRW","time zero","1.5 kPa"
"C30H40O13","CPCRW","time zero","50 kPa"
"C30H40O13","DWP","flood","50 kPa"
"C30H40O13","SR","flood","50 kPa"
"C27H44O15","DWP","time zero","50 kPa"
"C27H44O15","CPCRW","drought","50 kPa"
"C31H44O12","CPCRW","field moist","50 kPa"
"C31H44O12","CPCRW","drought","50 kPa"
"C31H44O12","CPCRW","flood","50 kPa"
"C31H44O12","DWP","time zero","50 kPa"
"C31H44O12","CPCRW","flood","1.5 kPa"
"C31H44O12","DWP","field moist","1.5 kPa"
"C31H44O12","DWP","drought","1.5 kPa"
"C31H44O12","DWP","field moist","50 kPa"
"C31H44O12","CPCRW","drought","1.5 kPa"
"C31H44O12","DWP","drought","50 kPa"
"C31H44O12","SR","field moist","50 kPa"
"C31H44O12","CPCRW","time zero","1.5 kPa"
"C31H44O12","CPCRW","time zero","50 kPa"
"C31H44O12","DWP","flood","50 kPa"
"C31H44O12","SR","flood","50 kPa"
"C28H48O14","DWP","time zero","50 kPa"
"C32H48O11","CPCRW","drought","50 kPa"
"C32H48O11","CPCRW","flood","50 kPa"
"C32H48O11","DWP","time zero","50 kPa"
"C32H48O11","CPCRW","flood","1.5 kPa"
"C32H48O11","DWP","drought","1.5 kPa"
"C32H48O11","DWP","field moist","50 kPa"
"C32H48O11","DWP","drought","50 kPa"
"C32H48O11","CPCRW","time zero","50 kPa"
"C32H48O11","SR","field moist","50 kPa"
"C32H48O11","SR","flood","50 kPa"
"C29H52O13","SR","field moist","1.5 kPa"
"C29H52O13","CPCRW","drought","50 kPa"
"C29H52O13","SR","flood","50 kPa"
"C29H52O13","SR","time zero","1.5 kPa"
"C33H52O10","SR","flood","50 kPa"
"C30H56O12","SR","flood","50 kPa"
"C30H26O14","DWP","time zero","50 kPa"
"C27H30O14S1","DWP","time zero","50 kPa"
"C27H30O16","DWP","time zero","50 kPa"
"C28H34O15","CPCRW","drought","50 kPa"
"C28H34O15","CPCRW","flood","50 kPa"
"C28H34O15","DWP","time zero","50 kPa"
"C28H34O15","CPCRW","field moist","1.5 kPa"
"C28H34O15","DWP","time zero","1.5 kPa"
"C28H34O15","SR","time zero","1.5 kPa"
"C28H34O15","DWP","field moist","50 kPa"
"C28H34O15","CPCRW","time zero","50 kPa"
"C28H34O15","DWP","drought","50 kPa"
"C28H34O15","SR","flood","50 kPa"
"C28H34O15","CPCRW","field moist","50 kPa"
"C21H38O20","CPCRW","drought","50 kPa"
"C25H38O17","DWP","time zero","50 kPa"
"C29H38O14","CPCRW","field moist","50 kPa"
"C29H38O14","CPCRW","drought","50 kPa"
"C29H38O14","CPCRW","flood","50 kPa"
"C29H38O14","DWP","time zero","50 kPa"
"C29H38O14","CPCRW","flood","1.5 kPa"
"C29H38O14","DWP","field moist","1.5 kPa"
"C29H38O14","DWP","field moist","50 kPa"
"C29H38O14","CPCRW","drought","1.5 kPa"
"C29H38O14","DWP","drought","50 kPa"
"C29H38O14","CPCRW","time zero","50 kPa"
"C26H42O16","DWP","time zero","50 kPa"
"C30H42O13","CPCRW","field moist","50 kPa"
"C30H42O13","CPCRW","drought","50 kPa"
"C30H42O13","CPCRW","flood","50 kPa"
"C30H42O13","DWP","time zero","50 kPa"
"C30H42O13","CPCRW","flood","1.5 kPa"
"C30H42O13","DWP","field moist","1.5 kPa"
"C30H42O13","DWP","drought","1.5 kPa"
"C30H42O13","DWP","field moist","50 kPa"
"C30H42O13","CPCRW","drought","1.5 kPa"
"C30H42O13","DWP","drought","50 kPa"
"C30H42O13","CPCRW","time zero","1.5 kPa"
"C30H42O13","CPCRW","time zero","50 kPa"
"C30H42O13","DWP","flood","50 kPa"
"C34H42O10","SR","flood","50 kPa"
"C27H46O15","DWP","time zero","50 kPa"
"C27H46O15","CPCRW","drought","50 kPa"
"C31H46O12","CPCRW","drought","50 kPa"
"C31H46O12","CPCRW","flood","50 kPa"
"C31H46O12","DWP","time zero","50 kPa"
"C31H46O12","CPCRW","flood","1.5 kPa"
"C31H46O12","DWP","field moist","1.5 kPa"
"C31H46O12","DWP","field moist","50 kPa"
"C31H46O12","DWP","drought","50 kPa"
"C31H46O12","CPCRW","time zero","50 kPa"
"C31H46O12","SR","field moist","50 kPa"
"C31H46O12","SR","flood","50 kPa"
"C31H46O12","DWP","drought","1.5 kPa"
"C28H50O14","DWP","time zero","50 kPa"
"C28H50O14","CPCRW","drought","50 kPa"
"C32H50O11","CPCRW","flood","50 kPa"
"C32H50O11","SR","flood","50 kPa"
"C29H54O13","SR","field moist","1.5 kPa"
"C29H54O13","SR","flood","50 kPa"
"C29H54O13","SR","time zero","1.5 kPa"
"C33H54O10","SR","flood","50 kPa"
"C23H32O15S2","DWP","time zero","50 kPa"
"C27H32O16","CPCRW","drought","50 kPa"
"C27H32O16","DWP","time zero","50 kPa"
"C31H32O13","DWP","field moist","50 kPa"
"C24H36O18","DWP","time zero","50 kPa"
"C28H36O15","CPCRW","drought","50 kPa"
"C28H36O15","DWP","time zero","50 kPa"
"C28H36O15","DWP","field moist","50 kPa"
"C28H36O15","CPCRW","time zero","50 kPa"
"C32H36O12","CPCRW","flood","50 kPa"
"C32H36O12","DWP","field moist","50 kPa"
"C32H36O12","CPCRW","drought","50 kPa"
"C32H36O12","CPCRW","time zero","50 kPa"
"C25H40O17","DWP","time zero","50 kPa"
"C29H40O14","CPCRW","drought","50 kPa"
"C29H40O14","CPCRW","flood","50 kPa"
"C29H40O14","DWP","time zero","50 kPa"
"C29H40O14","DWP","field moist","1.5 kPa"
"C29H40O14","DWP","field moist","50 kPa"
"C29H40O14","CPCRW","drought","1.5 kPa"
"C29H40O14","DWP","drought","50 kPa"
"C29H40O14","CPCRW","time zero","50 kPa"
"C29H40O14","CPCRW","field moist","50 kPa"
"C47H32O1","DWP","time zero","50 kPa"
"C33H40O11","CPCRW","flood","50 kPa"
"C33H40O11","DWP","field moist","50 kPa"
"C33H40O11","CPCRW","drought","50 kPa"
"C33H40O11","DWP","drought","50 kPa"
"C33H40O11","CPCRW","time zero","50 kPa"
"C26H44O16","DWP","time zero","50 kPa"
"C30H44O13","CPCRW","drought","50 kPa"
"C30H44O13","CPCRW","flood","50 kPa"
"C30H44O13","DWP","time zero","50 kPa"
"C30H44O13","DWP","field moist","1.5 kPa"
"C30H44O13","DWP","drought","1.5 kPa"
"C30H44O13","DWP","field moist","50 kPa"
"C30H44O13","CPCRW","drought","1.5 kPa"
"C30H44O13","DWP","drought","50 kPa"
"C30H44O13","CPCRW","time zero","50 kPa"
"C30H44O13","SR","flood","50 kPa"
"C34H44O10","CPCRW","flood","1.5 kPa"
"C34H44O10","CPCRW","drought","50 kPa"
"C34H44O10","CPCRW","time zero","50 kPa"
"C34H44O10","SR","flood","50 kPa"
"C27H48O15","DWP","time zero","50 kPa"
"C27H48O15","CPCRW","drought","50 kPa"
"C31H48O12","CPCRW","drought","50 kPa"
"C31H48O12","CPCRW","flood","50 kPa"
"C31H48O12","DWP","time zero","50 kPa"
"C31H48O12","DWP","field moist","50 kPa"
"C31H48O12","DWP","drought","50 kPa"
"C31H48O12","SR","flood","50 kPa"
"C35H48O9","SR","flood","50 kPa"
"C28H52O14","DWP","time zero","50 kPa"
"C32H52O11","SR","flood","50 kPa"
"C30H60O12","CPCRW","flood","1.5 kPa"
"C25H43O16N1","DWP","time zero","50 kPa"
"C30H30O14","DWP","time zero","50 kPa"
"C30H30O14","DWP","field moist","50 kPa"
"C30H30O14","DWP","drought","50 kPa"
"C27H34O16","DWP","time zero","50 kPa"
"C31H34O13","CPCRW","flood","50 kPa"
"C31H34O13","DWP","time zero","50 kPa"
"C31H34O13","DWP","field moist","50 kPa"
"C31H34O13","CPCRW","drought","50 kPa"
"C31H34O13","DWP","drought","50 kPa"
"C28H38O15","CPCRW","drought","50 kPa"
"C28H38O15","DWP","time zero","50 kPa"
"C28H38O15","DWP","field moist","50 kPa"
"C32H38O12","CPCRW","field moist","50 kPa"
"C32H38O12","CPCRW","drought","50 kPa"
"C32H38O12","CPCRW","flood","50 kPa"
"C32H38O12","DWP","time zero","50 kPa"
"C32H38O12","CPCRW","flood","1.5 kPa"
"C32H38O12","DWP","field moist","1.5 kPa"
"C32H38O12","DWP","field moist","50 kPa"
"C32H38O12","DWP","drought","50 kPa"
"C32H38O12","CPCRW","time zero","50 kPa"
"C32H38O12","DWP","flood","50 kPa"
"C29H42O14","CPCRW","drought","50 kPa"
"C29H42O14","DWP","time zero","50 kPa"
"C29H42O14","DWP","field moist","1.5 kPa"
"C29H42O14","DWP","field moist","50 kPa"
"C29H42O14","CPCRW","drought","1.5 kPa"
"C29H42O14","DWP","drought","50 kPa"
"C33H42O11","CPCRW","flood","50 kPa"
"C33H42O11","CPCRW","flood","1.5 kPa"
"C33H42O11","DWP","field moist","50 kPa"
"C33H42O11","CPCRW","drought","50 kPa"
"C33H42O11","DWP","drought","50 kPa"
"C33H42O11","SR","field moist","50 kPa"
"C33H42O11","CPCRW","time zero","50 kPa"
"C33H42O11","SR","flood","50 kPa"
"C33H42O11","CPCRW","field moist","50 kPa"
"C30H46O13","CPCRW","drought","50 kPa"
"C30H46O13","DWP","time zero","50 kPa"
"C30H46O13","DWP","field moist","1.5 kPa"
"C30H46O13","DWP","field moist","50 kPa"
"C30H46O13","CPCRW","drought","1.5 kPa"
"C30H46O13","DWP","drought","50 kPa"
"C30H46O13","SR","flood","50 kPa"
"C34H46O10","CPCRW","flood","50 kPa"
"C34H46O10","CPCRW","flood","1.5 kPa"
"C34H46O10","CPCRW","drought","50 kPa"
"C34H46O10","CPCRW","time zero","50 kPa"
"C34H46O10","SR","flood","50 kPa"
"C27H50O15","CPCRW","drought","50 kPa"
"C31H50O12","DWP","time zero","50 kPa"
"C31H50O12","CPCRW","drought","50 kPa"
"C31H50O12","SR","flood","50 kPa"
"C35H50O9","SR","flood","50 kPa"
"C32H54O11","SR","flood","50 kPa"
"C34H33O7S1P1","DWP","time zero","1.5 kPa"
"C30H32O14","CPCRW","drought","50 kPa"
"C30H32O14","CPCRW","flood","50 kPa"
"C30H32O14","DWP","time zero","50 kPa"
"C30H32O14","DWP","field moist","50 kPa"
"C30H32O14","DWP","drought","50 kPa"
"C27H36O14S1","DWP","time zero","50 kPa"
"C27H36O16","DWP","time zero","50 kPa"
"C31H36O13","CPCRW","field moist","50 kPa"
"C31H36O13","CPCRW","drought","50 kPa"
"C31H36O13","CPCRW","flood","50 kPa"
"C31H36O13","DWP","time zero","50 kPa"
"C31H36O13","DWP","field moist","1.5 kPa"
"C31H36O13","DWP","field moist","50 kPa"
"C31H36O13","DWP","drought","50 kPa"
"C31H36O13","CPCRW","time zero","50 kPa"
"C28H40O15","CPCRW","drought","50 kPa"
"C28H40O15","DWP","time zero","50 kPa"
"C46H32O2","DWP","time zero","50 kPa"
"C25H45O15P1","DWP","time zero","50 kPa"
"C25H45O15P1","CPCRW","drought","1.5 kPa"
"C32H40O12","CPCRW","field moist","50 kPa"
"C32H40O12","CPCRW","drought","50 kPa"
"C32H40O12","CPCRW","flood","50 kPa"
"C32H40O12","DWP","time zero","50 kPa"
"C32H40O12","CPCRW","flood","1.5 kPa"
"C32H40O12","DWP","field moist","1.5 kPa"
"C32H40O12","DWP","drought","1.5 kPa"
"C32H40O12","DWP","field moist","50 kPa"
"C32H40O12","DWP","drought","50 kPa"
"C32H40O12","SR","field moist","50 kPa"
"C32H40O12","CPCRW","time zero","1.5 kPa"
"C32H40O12","CPCRW","time zero","50 kPa"
"C32H40O12","DWP","flood","50 kPa"
"C32H40O12","SR","flood","50 kPa"
"C32H40O12","SR","drought","50 kPa"
"C29H44O14","CPCRW","drought","50 kPa"
"C29H44O14","DWP","time zero","50 kPa"
"C26H49O14P1","SR","flood","50 kPa"
"C33H44O11","CPCRW","field moist","50 kPa"
"C33H44O11","CPCRW","drought","50 kPa"
"C33H44O11","CPCRW","flood","50 kPa"
"C33H44O11","DWP","time zero","50 kPa"
"C33H44O11","CPCRW","flood","1.5 kPa"
"C33H44O11","DWP","field moist","1.5 kPa"
"C33H44O11","DWP","field moist","50 kPa"
"C33H44O11","DWP","drought","50 kPa"
"C33H44O11","SR","field moist","50 kPa"
"C33H44O11","CPCRW","time zero","50 kPa"
"C33H44O11","SR","flood","50 kPa"
"C30H48O13","CPCRW","drought","50 kPa"
"C30H48O13","DWP","time zero","50 kPa"
"C30H48O13","DWP","drought","50 kPa"
"C30H48O13","SR","flood","50 kPa"
"C27H53O13P1","SR","flood","50 kPa"
"C34H48O10","CPCRW","flood","50 kPa"
"C34H48O10","CPCRW","flood","1.5 kPa"
"C34H48O10","CPCRW","drought","50 kPa"
"C34H48O10","SR","flood","50 kPa"
"C31H52O12","SR","flood","50 kPa"
"C35H52O9","SR","flood","50 kPa"
"C29H30O15","CPCRW","drought","50 kPa"
"C29H30O15","DWP","time zero","50 kPa"
"C29H30O15","DWP","field moist","50 kPa"
"C26H34O15S1","DWP","time zero","50 kPa"
"C30H34O14","CPCRW","field moist","50 kPa"
"C30H34O14","CPCRW","drought","50 kPa"
"C30H34O14","CPCRW","flood","50 kPa"
"C30H34O14","DWP","time zero","50 kPa"
"C30H34O14","DWP","field moist","1.5 kPa"
"C30H34O14","DWP","field moist","50 kPa"
"C30H34O14","DWP","drought","50 kPa"
"C30H34O14","CPCRW","time zero","50 kPa"
"C27H38O16","DWP","time zero","50 kPa"
"C45H30O3","DWP","time zero","50 kPa"
"C24H43O16P1","DWP","time zero","50 kPa"
"C31H38O13","CPCRW","field moist","50 kPa"
"C31H38O13","CPCRW","drought","50 kPa"
"C31H38O13","CPCRW","flood","50 kPa"
"C31H38O13","DWP","time zero","50 kPa"
"C31H38O13","CPCRW","flood","1.5 kPa"
"C31H38O13","DWP","field moist","1.5 kPa"
"C31H38O13","DWP","field moist","50 kPa"
"C31H38O13","DWP","drought","50 kPa"
"C31H38O13","CPCRW","time zero","1.5 kPa"
"C31H38O13","CPCRW","time zero","50 kPa"
"C31H38O13","DWP","flood","50 kPa"
"C24H42O18","DWP","time zero","50 kPa"
"C28H42O15","CPCRW","drought","50 kPa"
"C28H42O15","DWP","time zero","50 kPa"
"C28H42O15","CPCRW","drought","1.5 kPa"
"C32H42O12","CPCRW","field moist","50 kPa"
"C32H42O12","CPCRW","drought","50 kPa"
"C32H42O12","CPCRW","flood","50 kPa"
"C32H42O12","DWP","time zero","50 kPa"
"C32H42O12","CPCRW","flood","1.5 kPa"
"C32H42O12","DWP","field moist","1.5 kPa"
"C32H42O12","DWP","drought","1.5 kPa"
"C32H42O12","DWP","field moist","50 kPa"
"C32H42O12","CPCRW","drought","1.5 kPa"
"C32H42O12","DWP","drought","50 kPa"
"C32H42O12","SR","field moist","50 kPa"
"C32H42O12","CPCRW","time zero","1.5 kPa"
"C32H42O12","CPCRW","time zero","50 kPa"
"C32H42O12","SR","flood","50 kPa"
"C25H46O17","CPCRW","drought","50 kPa"
"C29H46O14","CPCRW","drought","50 kPa"
"C29H46O14","DWP","time zero","50 kPa"
"C33H46O11","CPCRW","drought","50 kPa"
"C33H46O11","CPCRW","flood","50 kPa"
"C33H46O11","DWP","time zero","50 kPa"
"C33H46O11","CPCRW","flood","1.5 kPa"
"C33H46O11","DWP","field moist","1.5 kPa"
"C33H46O11","DWP","field moist","50 kPa"
"C33H46O11","DWP","drought","50 kPa"
"C33H46O11","SR","field moist","50 kPa"
"C33H46O11","CPCRW","time zero","50 kPa"
"C33H46O11","SR","flood","50 kPa"
"C33H46O11","CPCRW","field moist","50 kPa"
"C30H50O13","CPCRW","drought","50 kPa"
"C30H50O13","SR","drought","50 kPa"
"C30H50O13","DWP","time zero","50 kPa"
"C30H50O13","SR","flood","50 kPa"
"C34H50O10","CPCRW","flood","50 kPa"
"C34H50O10","CPCRW","flood","1.5 kPa"
"C34H50O10","CPCRW","drought","50 kPa"
"C34H50O10","SR","flood","50 kPa"
"C31H54O12","SR","flood","50 kPa"
"C28H58O12S1","DWP","drought","1.5 kPa"
"C35H54O9","SR","flood","50 kPa"
"C34H69O6N1S1","SR","drought","50 kPa"
"C34H69O6N1S1","SR","drought","1.5 kPa"
"C34H69O6N1S1","SR","field moist","50 kPa"
"C29H32O15","CPCRW","drought","50 kPa"
"C29H32O15","DWP","time zero","50 kPa"
"C22H36O20","CPCRW","drought","50 kPa"
"C22H36O20","DWP","time zero","50 kPa"
"C30H36O14","CPCRW","field moist","50 kPa"
"C30H36O14","CPCRW","drought","50 kPa"
"C30H36O14","CPCRW","flood","50 kPa"
"C30H36O14","DWP","time zero","50 kPa"
"C30H36O14","DWP","field moist","1.5 kPa"
"C30H36O14","DWP","field moist","50 kPa"
"C30H36O14","DWP","drought","50 kPa"
"C30H36O14","CPCRW","time zero","50 kPa"
"C31H40O13","CPCRW","field moist","50 kPa"
"C31H40O13","CPCRW","drought","50 kPa"
"C31H40O13","CPCRW","flood","50 kPa"
"C31H40O13","DWP","time zero","50 kPa"
"C31H40O13","CPCRW","flood","1.5 kPa"
"C31H40O13","DWP","field moist","1.5 kPa"
"C31H40O13","DWP","field moist","50 kPa"
"C31H40O13","CPCRW","drought","1.5 kPa"
"C31H40O13","DWP","drought","50 kPa"
"C31H40O13","SR","field moist","50 kPa"
"C31H40O13","CPCRW","time zero","1.5 kPa"
"C31H40O13","CPCRW","time zero","50 kPa"
"C31H40O13","DWP","flood","50 kPa"
"C31H40O13","SR","flood","50 kPa"
"C28H44O15","DWP","time zero","50 kPa"
"C25H49O15P1","SR","flood","50 kPa"
"C32H44O12","CPCRW","field moist","50 kPa"
"C32H44O12","CPCRW","drought","50 kPa"
"C32H44O12","CPCRW","flood","50 kPa"
"C32H44O12","DWP","time zero","50 kPa"
"C32H44O12","CPCRW","flood","1.5 kPa"
"C32H44O12","DWP","field moist","1.5 kPa"
"C32H44O12","DWP","drought","1.5 kPa"
"C32H44O12","DWP","field moist","50 kPa"
"C32H44O12","CPCRW","drought","1.5 kPa"
"C32H44O12","DWP","drought","50 kPa"
"C32H44O12","CPCRW","time zero","1.5 kPa"
"C32H44O12","CPCRW","time zero","50 kPa"
"C32H44O12","DWP","flood","50 kPa"
"C32H44O12","SR","flood","50 kPa"
"C32H44O12","SR","field moist","50 kPa"
"C29H48O14","DWP","time zero","50 kPa"
"C33H48O11","CPCRW","drought","50 kPa"
"C33H48O11","CPCRW","flood","50 kPa"
"C33H48O11","DWP","time zero","50 kPa"
"C33H48O11","CPCRW","flood","1.5 kPa"
"C33H48O11","DWP","drought","1.5 kPa"
"C33H48O11","DWP","field moist","50 kPa"
"C33H48O11","DWP","drought","50 kPa"
"C33H48O11","CPCRW","time zero","50 kPa"
"C33H48O11","SR","flood","50 kPa"
"C30H52O13","SR","flood","50 kPa"
"C34H52O10","CPCRW","drought","50 kPa"
"C34H52O10","SR","flood","50 kPa"
"C28H30O14S1","DWP","time zero","50 kPa"
"C25H34O18","DWP","time zero","50 kPa"
"C29H34O15","CPCRW","flood","50 kPa"
"C29H34O15","DWP","time zero","50 kPa"
"C26H38O17","DWP","time zero","50 kPa"
"C30H38O14","CPCRW","field moist","50 kPa"
"C30H38O14","CPCRW","drought","50 kPa"
"C30H38O14","CPCRW","flood","50 kPa"
"C30H38O14","DWP","time zero","50 kPa"
"C30H38O14","DWP","field moist","1.5 kPa"
"C30H38O14","DWP","field moist","50 kPa"
"C30H38O14","DWP","drought","50 kPa"
"C30H38O14","CPCRW","time zero","50 kPa"
"C27H42O16","DWP","time zero","50 kPa"
"C27H42O16","CPCRW","drought","1.5 kPa"
"C27H42O16","CPCRW","drought","50 kPa"
"C31H42O13","CPCRW","field moist","50 kPa"
"C31H42O13","CPCRW","drought","50 kPa"
"C31H42O13","CPCRW","flood","50 kPa"
"C31H42O13","DWP","time zero","50 kPa"
"C31H42O13","CPCRW","flood","1.5 kPa"
"C31H42O13","DWP","field moist","1.5 kPa"
"C31H42O13","DWP","field moist","50 kPa"
"C31H42O13","CPCRW","drought","1.5 kPa"
"C31H42O13","DWP","drought","50 kPa"
"C31H42O13","CPCRW","time zero","1.5 kPa"
"C31H42O13","CPCRW","time zero","50 kPa"
"C31H42O13","DWP","flood","50 kPa"
"C31H42O13","SR","flood","50 kPa"
"C28H46O15","DWP","time zero","50 kPa"
"C28H46O15","CPCRW","drought","50 kPa"
"C32H46O12","CPCRW","drought","50 kPa"
"C32H46O12","CPCRW","flood","50 kPa"
"C32H46O12","CPCRW","flood","1.5 kPa"
"C32H46O12","DWP","field moist","1.5 kPa"
"C32H46O12","DWP","drought","1.5 kPa"
"C32H46O12","DWP","field moist","50 kPa"
"C32H46O12","DWP","drought","50 kPa"
"C32H46O12","CPCRW","time zero","50 kPa"
"C32H46O12","SR","field moist","50 kPa"
"C32H46O12","SR","flood","50 kPa"
"C29H50O14","DWP","time zero","50 kPa"
"C33H50O11","CPCRW","drought","50 kPa"
"C33H50O11","CPCRW","flood","50 kPa"
"C33H50O11","DWP","time zero","50 kPa"
"C33H50O11","CPCRW","flood","1.5 kPa"
"C33H50O11","SR","flood","50 kPa"
"C30H54O13","SR","flood","50 kPa"
"C34H54O10","SR","flood","50 kPa"
"C34H25O10P1","DWP","time zero","50 kPa"
"C34H25O10P1","DWP","time zero","1.5 kPa"
"C34H25O10P1","DWP","drought","1.5 kPa"
"C25H36O18","DWP","time zero","50 kPa"
"C29H36O15","CPCRW","drought","50 kPa"
"C29H36O15","DWP","time zero","50 kPa"
"C29H36O15","DWP","field moist","50 kPa"
"C26H40O17","DWP","time zero","50 kPa"
"C30H40O14","CPCRW","field moist","50 kPa"
"C30H40O14","CPCRW","drought","50 kPa"
"C30H40O14","CPCRW","flood","50 kPa"
"C30H40O14","DWP","time zero","50 kPa"
"C30H40O14","DWP","field moist","1.5 kPa"
"C30H40O14","DWP","field moist","50 kPa"
"C30H40O14","DWP","drought","50 kPa"
"C30H40O14","CPCRW","time zero","50 kPa"
"C27H44O16","DWP","time zero","50 kPa"
"C31H44O13","CPCRW","drought","50 kPa"
"C31H44O13","CPCRW","flood","50 kPa"
"C31H44O13","DWP","time zero","50 kPa"
"C31H44O13","CPCRW","flood","1.5 kPa"
"C31H44O13","DWP","field moist","1.5 kPa"
"C31H44O13","DWP","field moist","50 kPa"
"C31H44O13","DWP","drought","50 kPa"
"C31H44O13","CPCRW","time zero","50 kPa"
"C31H44O13","CPCRW","field moist","50 kPa"
"C28H48O15","DWP","time zero","50 kPa"
"C28H48O15","CPCRW","drought","50 kPa"
"C32H48O12","CPCRW","drought","50 kPa"
"C32H48O12","CPCRW","flood","50 kPa"
"C32H48O12","DWP","time zero","50 kPa"
"C32H48O12","DWP","field moist","50 kPa"
"C32H48O12","DWP","drought","50 kPa"
