"","formula","EMSL_class","Class","Class_detailed","AImod","NOSC","HC","OC","DBE_AI","DBE","DBE_C"
"9702","C24H31O12N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1765,-0.1667,1.29,0.5,-3,10,-0.125
"9703","C21H35O12N1S1","AminoSugar","aliphatic","aliphatic+N",-0.2308,-0.2857,1.67,0.57,-9,5,-0.4286
"9704","C21H35O14N1","AminoSugar","aliphatic","aliphatic+N",-0.2308,-0.1905,1.67,0.67,-10,5,-0.4762
"9705","C25H35O11N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1351,-0.4,1.4,0.44,-3,9,-0.12
"9706","C22H39O13N1","AminoSugar","aliphatic","aliphatic+N",-0.2414,-0.4545,1.77,0.59,-10,4,-0.4545
"9707","C26H39O10N1","Protein","aliphatic","aliphatic+N",0.1,-0.6154,1.5,0.38,-3,8,-0.1154
"9708","C23H43O12N1","Protein","aliphatic","aliphatic+N",-0.25,-0.6957,1.87,0.52,-10,3,-0.4348
"9709","C29H39O6N3","Lignin","unsaturated/lignin","unsaturated/lignin",0.2609,-0.6207,1.34,0.21,3,12,0.1034
"9710","C22H43O11N3","Protein","aliphatic","aliphatic+N",-0.4074,-0.5455,1.95,0.5,-11,3,-0.5
"9711","C20H14O17","ConHC","unsaturated/lignin","unsaturated/lignin",0.4783,1,0.7,0.85,-3,14,-0.15
"9712","C17H18O17S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.0667,1.0588,1.06,1,-9,9,-0.5294
"9713","C24H14O14","ConHC","aromatic","aromatic",0.6471,0.5833,0.58,0.58,4,18,0.1667
"9714","C17H22O13N2S2","Tannin","unsaturated/lignin","unsaturated/lignin",-0.3846,0.8235,1.29,0.76,-9,8,-0.5294
"9715","C21H18O16","Tannin","unsaturated/lignin","unsaturated/lignin",0.3846,0.6667,0.86,0.76,-3,13,-0.1429
"9716","C32H15O6P1","ConHC","condensed aromatic","condensed aromatic",0.7857,-0.0938,0.47,0.19,19,26,0.5938
"9717","C18H22O16S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.1111,0.6667,1.22,0.89,-9,8,-0.5
"9718","C25H18O13","ConHC","aromatic","aromatic",0.5676,0.32,0.72,0.52,4,17,0.16
"9719","C22H22O15","Tannin","unsaturated/lignin","unsaturated/lignin",0.3103,0.3636,1,0.68,-3,12,-0.1364
"9720","C33H19O5P1","ConHC","condensed aromatic","condensed aromatic",0.7288,-0.2727,0.58,0.15,19,25,0.5758
"9721","C40H14O2","ConHC","condensed aromatic","condensed aromatic",0.8462,-0.25,0.35,0.05,32,34,0.8
"9722","C26H23O10P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.5,-0.1154,0.88,0.38,5,16,0.1923
"9723","C33H18O7","ConHC","condensed aromatic","condensed aromatic",0.7288,-0.1212,0.55,0.21,18,25,0.5455
"9724","C21H22O14N2","Tannin","unsaturated/lignin","unsaturated/lignin",0.25,0.5714,1.05,0.67,-4,12,-0.1905
"9725","C26H22O12","Lignin","unsaturated/lignin","unsaturated/lignin",0.5,0.0769,0.85,0.46,4,16,0.1538
"9726","C19H26O17","Tannin","unsaturated/lignin","unsaturated/lignin",-0.1429,0.4211,1.37,0.89,-10,7,-0.5263
"9727","C31H27O2S2P1","UnsatHC","aromatic","aromatic",0.5556,-0.6129,0.87,0.06,14,19,0.4516
"9728","C16H31O17P1","Other","aliphatic","aliphatic",-1.1538,0.1875,1.94,1.06,-16,2,-1
"9729","C23H26O14","Lignin","unsaturated/lignin","unsaturated/lignin",0.25,0.087,1.13,0.61,-3,11,-0.1304
"9730","C41H18O1","ConHC","condensed aromatic","condensed aromatic",0.8025,-0.3902,0.44,0.02,32,33,0.7805
"9731","C21H35O9S2P1","Protein","aliphatic","aliphatic",-0.1852,-0.619,1.67,0.43,-7,5,-0.3333
"9732","C27H26O11","Lignin","unsaturated/lignin","unsaturated/lignin",0.4419,-0.1481,0.96,0.41,4,15,0.1481
"9733","C30H27O3N2S1P1","UnsatHC","aromatic","aromatic",0.551,-0.4333,0.9,0.1,12,19,0.4
"9734","C20H30O16","Carb","aliphatic","aliphatic",-0.1667,0.1,1.5,0.8,-10,6,-0.5
"9735","C24H30O13","Lignin","unsaturated/lignin","unsaturated/lignin",0.2,-0.1667,1.25,0.54,-3,10,-0.125
"9736","C21H34O13S1","AminoSugar","aliphatic","aliphatic",-0.1852,-0.2857,1.62,0.62,-9,5,-0.4286
"9737","C28H30O10","Lignin","unsaturated/lignin","unsaturated/lignin",0.3913,-0.3571,1.07,0.36,4,14,0.1429
"9738","C25H34O10S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1579,-0.48,1.36,0.4,-2,9,-0.08
"9739","C21H34O15","Carb","aliphatic","aliphatic",-0.1852,-0.1905,1.62,0.71,-10,5,-0.4762
"9740","C20H34O14N2","Carb","aliphatic","aliphatic+N",-0.3636,0,1.7,0.7,-11,5,-0.55
"9741","C25H34O12","Lignin","unsaturated/lignin","unsaturated/lignin",0.1579,-0.4,1.36,0.48,-3,9,-0.12
"9742","C22H38O12S1","Protein","aliphatic","aliphatic",-0.2,-0.5455,1.73,0.55,-9,4,-0.4091
"9743","C29H34O9","Lignin","unsaturated/lignin","unsaturated/lignin",0.3469,-0.5517,1.17,0.31,4,13,0.1379
"9744","C17H38O16N2","Other","aliphatic","carbohydrate",-1.4286,0,2.24,0.94,-18,0,-1.0588
"9745","C26H38O9S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.122,-0.6923,1.46,0.35,-2,8,-0.0769
"9746","C22H38O14","AminoSugar","aliphatic","aliphatic",-0.2,-0.4545,1.73,0.64,-10,4,-0.4545
"9747","C29H38O3N2S2","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.2766,-0.7586,1.31,0.1,5,12,0.1724
"9748","C21H38O13N2","AminoSugar","aliphatic","aliphatic+N",-0.36,-0.2857,1.81,0.62,-11,4,-0.5238
"9749","C26H38O11","Lignin","unsaturated/lignin","unsaturated/lignin",0.122,-0.6154,1.46,0.42,-3,8,-0.1154
"9750","C23H42O11S1","Protein","aliphatic","aliphatic",-0.2121,-0.7826,1.83,0.48,-9,3,-0.3913
"9751","C22H43O8N2S1P1","Protein","aliphatic","aliphatic+N",-0.3571,-0.8636,1.95,0.36,-9,3,-0.4091
"9752","C27H43O6S1P1","Lipid","aliphatic","aliphatic",0.0909,-1.0741,1.59,0.22,-1,7,-0.037
"9753","C30H38O8","Lignin","unsaturated/lignin","unsaturated/lignin",0.3077,-0.7333,1.27,0.27,4,12,0.1333
"9754","C23H42O13","AminoSugar","aliphatic","aliphatic",-0.2121,-0.6957,1.83,0.57,-10,3,-0.4348
"9755","C27H42O10","Protein","aliphatic","aliphatic",0.0909,-0.8148,1.56,0.37,-3,7,-0.1111
"9756","C24H47O10P1","Protein","aliphatic","aliphatic",-0.2222,-1.125,1.96,0.42,-9,2,-0.375
"9757","C24H46O12","Protein","aliphatic","aliphatic",-0.2222,-0.9167,1.92,0.5,-10,2,-0.4167
"9758","C28H47O7P1","Lipid","aliphatic","aliphatic",0.0638,-1.1786,1.68,0.25,-2,6,-0.0714
"9759","C28H46O9","Protein","aliphatic","aliphatic",0.0638,-1,1.64,0.32,-3,6,-0.1071
"9760","C27H46O8N2","Lipid","aliphatic","aliphatic+N",0,-0.8889,1.7,0.3,-4,6,-0.1481
"9761","C25H50O11","Protein","aliphatic","lipid",-0.2308,-1.12,2,0.44,-10,1,-0.4
"9762","C36H47O1P1","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.3623,-1.25,1.31,0.03,12,14,0.3333
"9763","C29H50O8","Lipid","aliphatic","aliphatic",0.04,-1.1724,1.72,0.28,-3,5,-0.1034
"9764","C32H50O4N2","Lipid","aliphatic","aliphatic+N",0.1786,-1.125,1.56,0.12,3,9,0.0938
"9765","C30H54O7","Lipid","aliphatic","aliphatic",0.0189,-1.3333,1.8,0.23,-3,4,-0.1
"9766","C31H58O6","Lipid","aliphatic","aliphatic",0,-1.4839,1.87,0.19,-3,3,-0.0968
"9767","C32H62O5","Lipid","aliphatic","aliphatic",-0.0169,-1.625,1.94,0.16,-3,2,-0.0938
"9768","C33H66O4","Lipid","aliphatic","lipid",-0.0323,-1.7576,2,0.12,-3,1,-0.0909
"9769","C21H21O15N1","Tannin","unsaturated/lignin","unsaturated/lignin",0.28,0.5714,1,0.71,-4,12,-0.1905
"9770","C22H25O14N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2143,0.2727,1.14,0.64,-4,11,-0.1818
"9771","C23H29O11N1S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1613,-0.087,1.26,0.48,-3,10,-0.1304
"9772","C19H29O16N1","Carb","aliphatic","aliphatic+N",-0.3,0.3158,1.53,0.84,-11,6,-0.5789
"9773","C23H29O13N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1613,0,1.26,0.57,-4,10,-0.1739
"9774","C20H33O15N1","Carb","aliphatic","aliphatic+N",-0.3043,0,1.65,0.75,-11,5,-0.55
"9775","C24H33O12N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1176,-0.25,1.38,0.5,-4,9,-0.1667
"9776","C25H37O9N1S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.0811,-0.56,1.48,0.36,-3,8,-0.12
"9777","C21H37O14N1","AminoSugar","aliphatic","aliphatic+N",-0.3077,-0.2857,1.76,0.67,-11,4,-0.5238
"9778","C25H37O11N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.0811,-0.48,1.48,0.44,-4,8,-0.16
"9779","C22H41O13N1","AminoSugar","aliphatic","aliphatic+N",-0.3103,-0.5455,1.86,0.59,-11,3,-0.5
"9780","C26H41O10N1","Protein","aliphatic","aliphatic+N",0.05,-0.6923,1.58,0.38,-4,7,-0.1538
"9781","C28H49O8N1","Lipid","aliphatic","aliphatic+N",0,-1.0714,1.75,0.29,-4,5,-0.1429
"9782","C27H49O7N3","Lipid","aliphatic","aliphatic+N",-0.0732,-0.963,1.81,0.26,-5,5,-0.1852
"9783","C36H49O2N1","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.3235,-1.1667,1.36,0.06,10,13,0.2778
"9784","C23H12O15","ConHC","condensed aromatic","condensed aromatic",0.6774,0.7826,0.52,0.65,3,18,0.1304
"9785","C20H16O17","Tannin","unsaturated/lignin","unsaturated/lignin",0.3913,0.9,0.8,0.85,-4,13,-0.2
"9786","C17H20O17S1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.2,0.9412,1.18,1,-10,8,-0.5882
"9787","C24H16O14","ConHC","aromatic","aromatic",0.5882,0.5,0.67,0.58,3,17,0.125
"9788","C16H21O16N2P1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.6,1.0625,1.31,1,-11,8,-0.6875
"9789","C27H17O8N2P1","ConHC","condensed aromatic","condensed aromatic",0.7,0.1852,0.63,0.3,10,21,0.3704
"9790","C21H20O16","Tannin","unsaturated/lignin","unsaturated/lignin",0.3077,0.5714,0.95,0.76,-4,12,-0.1905
"9791","C33H21O1S2P1","ConHC","condensed aromatic","condensed aromatic",0.6949,-0.4545,0.64,0.03,20,24,0.6061
"9792","C39H12O3","ConHC","condensed aromatic","condensed aromatic",0.8667,-0.1538,0.31,0.08,31,34,0.7949
"9793","C18H25O16P1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.2222,0.3889,1.39,0.89,-10,7,-0.5556
"9794","C25H20O13","Lignin","aromatic","aromatic",0.5135,0.24,0.8,0.52,3,16,0.12
"9795","C22H24O13S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2414,0.1818,1.09,0.59,-3,11,-0.1364
"9796","C18H24O18","Tannin","unsaturated/lignin","unsaturated/lignin",-0.2222,0.6667,1.33,1,-11,7,-0.6111
"9797","C30H25O3S2P1","UnsatHC","aromatic","aromatic",0.5686,-0.5,0.83,0.1,13,19,0.4333
"9798","C33H20O5S1","ConHC","condensed aromatic","condensed aromatic",0.6949,-0.2424,0.61,0.15,18,24,0.5455
"9799","C15H29O18P1","Other","aliphatic","aliphatic",-1.6,0.4667,1.93,1.2,-17,2,-1.1333
"9800","C22H24O15","Tannin","unsaturated/lignin","unsaturated/lignin",0.2414,0.2727,1.09,0.68,-4,11,-0.1818
"9801","C40H16O2","ConHC","condensed aromatic","condensed aromatic",0.8205,-0.3,0.4,0.05,31,33,0.775
"9802","C26H24O12","Lignin","unsaturated/lignin","unsaturated/lignin",0.45,0,0.92,0.46,3,15,0.1154
"9803","C23H28O12S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1875,-0.087,1.22,0.52,-3,10,-0.1304
"9804","C19H28O17","Tannin","unsaturated/lignin","unsaturated/lignin",-0.2381,0.3158,1.47,0.89,-11,6,-0.5789
"9805","C20H32O12S2","AminoSugar","aliphatic","aliphatic",-0.25,-0.2,1.6,0.6,-9,5,-0.45
"9806","C33H25O1N2S1P1","ConHC","aromatic","aromatic",0.6491,-0.4545,0.76,0.03,18,23,0.5455
"9807","C16H33O17P1","Other","aliphatic","carbohydrate",-1.3077,0.0625,2.06,1.06,-17,1,-1.0625
"9808","C23H28O14","Lignin","unsaturated/lignin","unsaturated/lignin",0.1875,0,1.22,0.61,-4,10,-0.1739
"9809","C41H20O1","ConHC","condensed aromatic","condensed aromatic",0.7778,-0.439,0.49,0.02,31,32,0.7561
"9810","C27H28O11","Lignin","unsaturated/lignin","unsaturated/lignin",0.3953,-0.2222,1.04,0.41,3,14,0.1111
"9811","C24H32O11S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1429,-0.3333,1.33,0.46,-3,9,-0.125
"9812","C20H32O16","Carb","aliphatic","aliphatic",-0.25,0,1.6,0.8,-11,5,-0.55
"9813","C17H37O16P1","Carb","aliphatic","carbohydrate",-1.125,-0.2941,2.18,0.94,-17,0,-1
"9814","C24H32O13","Lignin","unsaturated/lignin","unsaturated/lignin",0.1429,-0.25,1.33,0.54,-4,9,-0.1667
"9815","C21H36O13S1","AminoSugar","aliphatic","aliphatic",-0.2593,-0.381,1.71,0.62,-10,4,-0.4762
"9816","C28H32O10","Lignin","unsaturated/lignin","unsaturated/lignin",0.3478,-0.4286,1.14,0.36,3,13,0.1071
"9817","C16H36O17N2","Other","aliphatic","carbohydrate",-1.9091,0.25,2.25,1.06,-19,0,-1.1875
"9818","C21H36O15","Carb","aliphatic","aliphatic",-0.2593,-0.2857,1.71,0.71,-11,4,-0.5238
"9819","C29H37O5S1P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3061,-0.8621,1.28,0.17,5,12,0.1724
"9820","C20H36O14N2","Carb","aliphatic","aliphatic+N",-0.4545,-0.1,1.8,0.7,-12,4,-0.6
"9821","C29H36O7S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3061,-0.6897,1.24,0.24,4,12,0.1379
"9822","C25H36O12","Lignin","unsaturated/lignin","unsaturated/lignin",0.1053,-0.48,1.44,0.48,-4,8,-0.16
"9823","C22H40O12S1","Protein","aliphatic","aliphatic",-0.2667,-0.6364,1.82,0.55,-10,3,-0.4545
"9824","C29H36O9","Lignin","unsaturated/lignin","unsaturated/lignin",0.3061,-0.6207,1.24,0.31,3,12,0.1034
"9825","C22H40O14","AminoSugar","aliphatic","aliphatic",-0.2667,-0.5455,1.82,0.64,-11,3,-0.5
"9826","C21H40O13N2","AminoSugar","aliphatic","aliphatic+N",-0.44,-0.381,1.9,0.62,-12,3,-0.5714
"9827","C26H40O11","Protein","aliphatic","aliphatic",0.0732,-0.6923,1.54,0.42,-4,7,-0.1538
"9828","C37H37O1P1","UnsatHC","aromatic","aromatic",0.5211,-0.9459,1,0.03,18,20,0.4865
"9829","C23H44O11S1","Protein","aliphatic","aliphatic",-0.2727,-0.8696,1.91,0.48,-10,2,-0.4348
"9830","C30H40O8","Lignin","unsaturated/lignin","unsaturated/lignin",0.2692,-0.8,1.33,0.27,3,11,0.1
"9831","C23H44O13","AminoSugar","aliphatic","aliphatic",-0.2727,-0.7826,1.91,0.57,-11,2,-0.4783
"9832","C27H44O10","Protein","aliphatic","aliphatic",0.0455,-0.8889,1.63,0.37,-4,6,-0.1481
"9833","C31H44O7","Lignin","unsaturated/lignin","unsaturated/lignin",0.2364,-0.9677,1.42,0.23,3,10,0.0968
"9834","C24H48O12","Protein","aliphatic","lipid",-0.2778,-1,2,0.5,-11,1,-0.4583
"9835","C28H48O9","Protein","aliphatic","aliphatic",0.0213,-1.0714,1.71,0.32,-4,5,-0.1429
"9836","C25H52O9S1","Protein","aliphatic","lipid",-0.2821,-1.28,2.08,0.36,-10,0,-0.4
"9837","C32H48O6","Lipid","aliphatic","aliphatic",0.2069,-1.125,1.5,0.19,3,9,0.0938
"9838","C25H52O11","Protein","aliphatic","lipid",-0.2821,-1.2,2.08,0.44,-11,0,-0.44
"9839","C29H52O8","Lipid","aliphatic","aliphatic",0,-1.2414,1.79,0.28,-4,4,-0.1379
"9840","C32H52O4N2","Lipid","aliphatic","aliphatic+N",0.1429,-1.1875,1.62,0.12,2,8,0.0625
"9841","C30H56O7","Lipid","aliphatic","aliphatic",-0.0189,-1.4,1.87,0.23,-4,3,-0.1333
"9842","C31H60O6","Lipid","aliphatic","aliphatic",-0.0357,-1.5484,1.94,0.19,-4,2,-0.129
"9843","C35H60O3","Lipid","aliphatic","aliphatic",0.1343,-1.5429,1.71,0.09,3,6,0.0857
"9844","C23H15O14N1","ConHC","aromatic","aromatic",0.6,0.6957,0.65,0.61,2,17,0.087
"9845","C20H19O16N1","Tannin","unsaturated/lignin","unsaturated/lignin",0.2727,0.8,0.95,0.8,-5,12,-0.25
"9846","C18H28O11N1S2P1","AminoSugar","aliphatic","aliphatic+N",-0.4118,0.0556,1.56,0.61,-9,6,-0.5
"9847","C24H19O13N1","ConHC","aromatic","aromatic",0.5152,0.4167,0.79,0.54,2,16,0.0833
"9848","C18H27O17N1","Carb","aliphatic","aliphatic+N",-0.4118,0.5556,1.5,0.94,-12,6,-0.6667
"9849","C22H27O14N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1429,0.1818,1.23,0.64,-5,10,-0.2273
"9850","C19H31O16N1","Carb","aliphatic","aliphatic+N",-0.4,0.2105,1.63,0.84,-12,5,-0.6316
"9851","C25H27O10N3","Lignin","unsaturated/lignin","unsaturated/lignin",0.3529,0.08,1.08,0.4,1,14,0.04
"9852","C23H31O13N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.0968,-0.087,1.35,0.57,-5,9,-0.2174
"9853","C27H31O10N1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3333,-0.2963,1.15,0.37,2,13,0.0741
"9854","C20H35O15N1","Carb","aliphatic","aliphatic+N",-0.3913,-0.1,1.75,0.75,-12,4,-0.6
"9855","C21H39O14N1","AminoSugar","aliphatic","aliphatic+N",-0.3846,-0.381,1.86,0.67,-12,3,-0.5714
"9856","C25H39O11N1","Protein","aliphatic","aliphatic+N",0.027,-0.56,1.56,0.44,-5,7,-0.2
"9857","C26H43O8N1S1","Protein","aliphatic","aliphatic+N",0,-0.8462,1.65,0.31,-4,6,-0.1538
"9858","C22H43O13N1","AminoSugar","aliphatic","aliphatic+N",-0.3793,-0.6364,1.95,0.59,-12,2,-0.5455
"9859","C21H44O10N3P1","Protein","aliphatic","lipid",-0.5833,-0.7143,2.1,0.48,-12,2,-0.5714
"9860","C30H43O5N1S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2157,-0.9333,1.43,0.17,3,10,0.1
"9861","C26H43O10N1","Protein","aliphatic","aliphatic+N",0,-0.7692,1.65,0.38,-5,6,-0.1923
"9862","C35H47O3N1","UnsatHC","unsaturated/lignin","unsaturated/lignin",0.3231,-1.0857,1.34,0.09,9,13,0.2571
"9863","C28H51O8N1","Lipid","aliphatic","aliphatic+N",-0.0435,-1.1429,1.82,0.29,-5,4,-0.1786
"9864","C27H51O7N3","Lipid","aliphatic","aliphatic+N",-0.122,-1.037,1.89,0.26,-6,4,-0.2222
"9865","C30H59O6N1","Lipid","aliphatic","aliphatic+N",-0.0769,-1.4667,1.97,0.2,-5,2,-0.1667
"9866","C19H14O14S2","ConHC","unsaturated/lignin","unsaturated/lignin",0.4,0.9474,0.74,0.74,-3,13,-0.1579
"9867","C34H11O3S1P1","ConHC","condensed aromatic","condensed aromatic",0.8689,-0.0882,0.32,0.09,25,30,0.7353
"9868","C19H14O18","ConHC","unsaturated/lignin","unsaturated/lignin",0.4,1.1579,0.74,0.95,-5,13,-0.2632
"9869","C23H14O15","ConHC","aromatic","aromatic",0.6129,0.6957,0.61,0.65,2,17,0.087
"9870","C20H18O15S1","Tannin","unsaturated/lignin","unsaturated/lignin",0.3043,0.7,0.9,0.75,-4,12,-0.2
"9871","C17H23O15S1P1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.3333,0.5294,1.35,0.88,-10,7,-0.5882
"9872","C14H27O15S2P1","Other","aliphatic","aliphatic",-2.4286,0.5,1.93,1.07,-16,2,-1.1429
"9873","C20H18O17","Tannin","unsaturated/lignin","unsaturated/lignin",0.3043,0.8,0.9,0.85,-5,12,-0.25
"9874","C17H23O17P1","Tannin","unsaturated/lignin","unsaturated/lignin",-0.3333,0.6471,1.35,1,-11,7,-0.6471
"9875","C24H18O14","ConHC","aromatic","aromatic",0.5294,0.4167,0.75,0.58,2,16,0.0833
"9876","C21H22O14S1","Tannin","unsaturated/lignin","unsaturated/lignin",0.2308,0.381,1.05,0.67,-4,11,-0.1905
"9877","C28H18O11","ConHC","aromatic","aromatic",0.6444,0.1429,0.64,0.39,9,20,0.3214
"9878","C25H22O11S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.4595,0.08,0.88,0.44,3,15,0.12
"9879","C21H22O16","Tannin","unsaturated/lignin","unsaturated/lignin",0.2308,0.4762,1.05,0.76,-5,11,-0.2381
"9880","C33H23O1S2P1","ConHC","condensed aromatic","condensed aromatic",0.661,-0.5152,0.7,0.03,19,23,0.5758
"9881","C14H31O13N2S2P1","Other","aliphatic","carbohydrate",-4.2,0.3571,2.21,0.93,-17,1,-1.2143
"9882","C18H27O16P1","Carb","aliphatic","aliphatic",-0.3333,0.2778,1.5,0.89,-11,6,-0.6111
"9883","C25H22O13","Lignin","unsaturated/lignin","unsaturated/lignin",0.4595,0.16,0.88,0.52,2,15,0.08
"9884","C22H26O13S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.1724,0.0909,1.18,0.59,-4,10,-0.1818
"9885","C18H26O18","Tannin","unsaturated/lignin","unsaturated/lignin",-0.3333,0.5556,1.44,1,-12,6,-0.6667
"9886","C29H22O10","ConHC","aromatic","aromatic",0.5833,-0.069,0.76,0.34,9,19,0.3103
"9887","C15H31O18P1","Other","aliphatic","carbohydrate",-1.8,0.3333,2.07,1.2,-18,1,-1.2
"9888","C22H26O15","Tannin","unsaturated/lignin","unsaturated/lignin",0.1724,0.1818,1.18,0.68,-5,10,-0.2273
"9889","C40H18O2","ConHC","condensed aromatic","condensed aromatic",0.7949,-0.35,0.45,0.05,30,32,0.75
"9890","C19H31O15P1","Carb","aliphatic","aliphatic",-0.3333,-0.0526,1.63,0.79,-11,5,-0.5789
"9891","C26H26O12","Lignin","unsaturated/lignin","unsaturated/lignin",0.4,-0.0769,1,0.46,2,14,0.0769
"9892","C23H30O12S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.125,-0.1739,1.3,0.52,-4,9,-0.1739
"9893","C19H30O17","Carb","aliphatic","aliphatic",-0.3333,0.2105,1.58,0.89,-12,5,-0.6316
"9894","C33H27O1N2S1P1","UnsatHC","aromatic","aromatic",0.614,-0.5152,0.82,0.03,17,22,0.5152
"9895","C16H35O17P1","Other","aliphatic","carbohydrate",-1.4615,-0.0625,2.19,1.06,-18,0,-1.125
"9896","C23H30O14","Lignin","unsaturated/lignin","unsaturated/lignin",0.125,-0.087,1.3,0.61,-5,9,-0.2174
"9897","C41H22O1","ConHC","condensed aromatic","condensed aromatic",0.7531,-0.4878,0.54,0.02,30,31,0.7317
"9898","C20H35O14P1","Carb","aliphatic","aliphatic",-0.3333,-0.35,1.75,0.7,-11,4,-0.55
"9899","C27H30O11","Lignin","unsaturated/lignin","unsaturated/lignin",0.3488,-0.2963,1.11,0.41,2,13,0.0741
"9900","C24H34O11S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.0857,-0.4167,1.42,0.46,-4,8,-0.1667
"9901","C20H34O16","Carb","aliphatic","aliphatic",-0.3333,-0.1,1.7,0.8,-12,4,-0.6
"9902","C28H34O8S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.3043,-0.5714,1.21,0.29,3,12,0.1071
"9903","C24H34O13","Lignin","unsaturated/lignin","unsaturated/lignin",0.0857,-0.3333,1.42,0.54,-5,8,-0.2083
"9904","C21H38O13S1","AminoSugar","aliphatic","aliphatic",-0.3333,-0.4762,1.81,0.62,-11,3,-0.5238
"9905","C28H34O10","Lignin","unsaturated/lignin","unsaturated/lignin",0.3043,-0.5,1.21,0.36,2,12,0.0714
"9906","C27H35O7N2P1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2683,-0.5556,1.3,0.26,2,12,0.0741
"9907","C21H38O15","Carb","aliphatic","aliphatic",-0.3333,-0.381,1.81,0.71,-12,3,-0.5714
"9908","C22H42O10S2","Protein","aliphatic","aliphatic",-0.3333,-0.8182,1.91,0.45,-10,2,-0.4545
"9909","C20H38O14N2","Carb","aliphatic","aliphatic+N",-0.5455,-0.2,1.9,0.7,-13,3,-0.65
"9910","C29H38O7S1","Lignin","unsaturated/lignin","unsaturated/lignin",0.2653,-0.7586,1.31,0.24,3,11,0.1034
"9911","C25H38O12","Protein","aliphatic","aliphatic",0.0526,-0.56,1.52,0.48,-5,7,-0.2
"9912","C29H38O9","Lignin","unsaturated/lignin","unsaturated/lignin",0.2653,-0.6897,1.31,0.31,2,11,0.069
"9913","C22H42O14","AminoSugar","aliphatic","aliphatic",-0.3333,-0.6364,1.91,0.64,-12,2,-0.5455
"9914","C26H42O11","Protein","aliphatic","aliphatic",0.0244,-0.7692,1.62,0.42,-5,6,-0.1923
"9915","C30H42O8","Lignin","unsaturated/lignin","unsaturated/lignin",0.2308,-0.8667,1.4,0.27,2,10,0.0667
"9916","C23H46O13","AminoSugar","aliphatic","lipid",-0.3333,-0.8696,2,0.57,-12,1,-0.5217
"9917","C27H47O8P1","Lipid","aliphatic","aliphatic",0,-1.1481,1.74,0.3,-4,5,-0.1481
"9918","C27H46O10","Protein","aliphatic","aliphatic",0,-0.963,1.7,0.37,-5,5,-0.1852
"9919","C24H50O10S1","Protein","aliphatic","lipid",-0.3333,-1.1667,2.08,0.42,-11,0,-0.4583
"9920","C31H46O7","Lignin","unsaturated/lignin","unsaturated/lignin",0.2,-1.0323,1.48,0.23,2,9,0.0645
"9921","C28H50O9","Protein","aliphatic","aliphatic",-0.0213,-1.1429,1.79,0.32,-5,4,-0.1786
"9922","C27H50O8N2","Lipid","aliphatic","aliphatic+N",-0.0952,-1.037,1.85,0.3,-6,4,-0.2222
"9923","C32H50O6","Lipid","aliphatic","aliphatic",0.1724,-1.1875,1.56,0.19,2,8,0.0625
"9924","C29H54O8","Lipid","aliphatic","aliphatic",-0.04,-1.3103,1.86,0.28,-5,3,-0.1724
"9925","C33H54O5","Lipid","aliphatic","aliphatic",0.1475,-1.3333,1.64,0.15,2,7,0.0606
"9926","C31H62O6","Lipid","aliphatic","lipid",-0.0714,-1.6129,2,0.19,-5,1,-0.1613
"9927","C35H62O3","Lipid","aliphatic","aliphatic",0.1045,-1.6,1.77,0.09,2,5,0.0571
"9928","C23H17O14N1","ConHC","aromatic","aromatic",0.5333,0.6087,0.74,0.61,1,16,0.0435
